STRONG GROUND MOTION RECORDS OF TURKIYE
PLACE                   : BITLIS DSI 173. SB. MUD.
EARTHQUAKE DATE         : 23/10/2011
EPICENTER COORDINATES   : 
EARTHQUAKE DEPTH (km)   : 
EARTHQUAKE MAGNITUDE    : 
STATION ID              : 1302
STATION COORDINATES     : 38.47440N-42.15912E
STATION ALTITUDE (m)    : 1794
RECORDER TYPE           : CMG-5TD
RECORDER SERIAL NO      : 5J60
RECORD TIME             : 23/10/2011 10:41:18 (GMT)
NUMBER OF DATA          : 19107
SAMPLING INTERVAL (sec) : 0.01000000
RAW PGA VALUES (cm/s^2) : (N-S)  89.668149 (E-W) 102.243526 (U-D)  35.511623
Copyright EARTHQUAKE RESEARCH DEPARTMENT 
GENERAL DIRECTORATE OF DISASTER AFFAIRS 
       N-S           E-W           U-D
    -0.000384       0.012212       0.006817  
     0.008431      -0.003845       0.008367  
     0.003394      -0.005419      -0.000935  
     0.002764       0.003396       0.009297  
     0.003394       0.004341      -0.010238  
     0.000875      -0.002900       0.005576  
     0.010005      -0.000696      -0.000315  
     0.008116       0.003396      -0.009617  
     0.001505       0.001507      -0.002796  
     0.010005       0.000563       0.004336  
     0.002764       0.000248      -0.005586  
     0.001820       0.001822       0.003096  
     0.010320      -0.005734       0.009297  
    -0.000069       0.004026      -0.008377  
    -0.000699       0.004656       0.004336  
    -0.005421      -0.001641       0.007127  
     0.001505       0.004656       0.003096  
     0.000560       0.008749       0.004336  
    -0.004792       0.004026      -0.000935  
     0.000875       0.000248       0.000925  
     0.008116       0.002452       0.003406  
    -0.000699       0.000248       0.001235  
     0.001190       0.000878      -0.000005  
     0.009376       0.003396       0.002165  
     0.008746       0.000878       0.007437  
     0.002449      -0.001011      -0.005586  
    -0.003847       0.001822       0.004336  
     0.015672      -0.004160       0.009297  
     0.007487       0.000563      -0.000315  
     0.000246       0.007804       0.004646  
     0.004968       0.004341       0.003096  
     0.007802       0.002137      -0.000935  
     0.006542       0.007489      -0.003106  
    -0.011403       0.012212      -0.002176  
     0.000246      -0.003845       0.004026  
     0.009376       0.000878      -0.000315  
     0.002135       0.007174      -0.001866  
     0.016932      -0.005104       0.005266  
     0.014098       0.000878      -0.003416  
    -0.006995       0.003082       0.001855  
    -0.002903      -0.002585       0.004646  
     0.010635      -0.003530      -0.004036  
    -0.003218       0.001822       0.004956  
    -0.006366       0.002452       0.004336  
    -0.004792       0.003082      -0.004036  
    -0.001958       0.000248       0.006507  
     0.008746      -0.004789      -0.001555  
     0.007487       0.003082      -0.002176  
     0.000875      -0.001011       0.008057  
    -0.004792       0.006230       0.001855  
     0.014413       0.013156       0.002786  
     0.011265       0.001507       0.003096  
     0.008746      -0.001011       0.005266  
     0.014098       0.005915      -0.004036  
    -0.001014       0.005600      -0.000005  
     0.005283      -0.000067       0.004956  
     0.010950      -0.001641       0.003096  
    -0.003847       0.002767       0.001545  
    -0.001014       0.012212       0.001235  
     0.010005       0.003711       0.001235  
    -0.004792       0.000248      -0.004346  
     0.000875       0.000248       0.007127  
     0.010950      -0.005734       0.000925  
     0.005598      -0.000382      -0.003416  
     0.003709       0.006545      -0.002796  
     0.003394       0.003082       0.000305  
     0.004024       0.003396       0.001545  
     0.000560       0.006860       0.000305  
    -0.004162      -0.004474       0.007127  
    -0.005107      -0.001641       0.001235  
     0.002449       0.010323       0.002165  
     0.001820      -0.000382       0.000615  
     0.003079       0.001193       0.002476  
    -0.001014       0.008749       0.006817  
     0.005913      -0.005104      -0.001245  
     0.012839      -0.004160      -0.001245  
     0.011894       0.002767       0.007437  
     0.007172      -0.003215      -0.003416  
     0.000560      -0.000382      -0.003726  
     0.007487       0.004026       0.006817  
     0.003709      -0.004474      -0.000625  
    -0.003218       0.000563       0.002786  
    -0.006366       0.004656       0.006817  
     0.000560      -0.002271       0.003096  
     0.005283       0.007804       0.000615  
     0.006857       0.009063       0.000615  
     0.005598      -0.001011       0.006507  
     0.008746       0.011582       0.001545  
     0.010950       0.008119       0.000925  
     0.004968       0.000563       0.008677  
     0.005283       0.006860      -0.001245  
    -0.004477       0.000248      -0.002486  
     0.003079       0.000563       0.000615  
     0.008746      -0.003845      -0.002486  
    -0.000699      -0.003530      -0.005586  
    -0.005421      -0.001956      -0.005276  
     0.000875      -0.004789      -0.001555  
     0.003709      -0.002585       0.000305  
    -0.001014       0.002452       0.000925  
     0.007802       0.005285      -0.000935  
     0.005598       0.003082       0.008057  
     0.006542       0.008749       0.004956  
     0.005913       0.003396       0.001855  
     0.010950      -0.000382       0.008677  
     0.015358       0.007804       0.008987  
     0.001190       0.004341       0.000925  
    -0.001014       0.007489       0.002786  
    -0.000699       0.007489       0.006817  
    -0.005107       0.003711       0.000615  
    -0.001643       0.004026       0.007437  
     0.000875      -0.003845      -0.004036  
    -0.002588       0.007174       0.000305  
     0.005283       0.003082       0.004336  
     0.010320      -0.005419      -0.002486  
     0.012209      -0.004474       0.004336  
     0.012524      -0.001956      -0.004346  
     0.010950       0.000563       0.000305  
     0.006857      -0.009197       0.003716  
     0.010950       0.000878      -0.006207  
     0.005913       0.004026       0.000615  
    -0.006995      -0.006678       0.005266  
    -0.013292       0.005600      -0.011168  
    -0.014866       0.010323       0.005886  
    -0.002273      -0.006049       0.007127  
     0.004024       0.006545      -0.003416  
     0.005598       0.010638       0.006507  
    -0.003532      -0.002271       0.000925  
     0.010635       0.004341       0.007437  
     0.020395       0.007804      -0.000005  
     0.005283       0.001507       0.002786  
     0.006542       0.004971       0.009917  
     0.010005       0.015045      -0.002796  
     0.004024       0.009693       0.000615  
    -0.002273      -0.001956       0.008367  
     0.007487       0.002137       0.004336  
     0.004968      -0.004474      -0.000315  
    -0.010773      -0.003845       0.003716  
     0.002764       0.006230      -0.002176  
     0.004024      -0.000382      -0.000315  
    -0.001329      -0.001956       0.003406  
     0.003709       0.001193      -0.004036  
     0.004338      -0.000382      -0.000315  
     0.011894      -0.000067      -0.004346  
     0.006857      -0.000382      -0.004656  
     0.004653      -0.006049       0.003406  
     0.007172      -0.001326       0.000305  
     0.002764       0.002767      -0.005897  
     0.003709       0.006860       0.011778  
     0.005598       0.001193       0.006196  
     0.001190       0.003711      -0.004036  
    -0.003847       0.008434       0.014259  
    -0.002903      -0.001326       0.008367  
     0.004968       0.003082       0.002786  
    -0.003532       0.002767       0.001545  
     0.002449      -0.001641       0.001235  
     0.018191       0.004971       0.003406  
     0.006857       0.005915      -0.004346  
     0.003709      -0.000382      -0.003726  
     0.009061       0.001822       0.004336  
     0.009061       0.004971      -0.002176  
     0.006227       0.005285      -0.003106  
     0.009691      -0.000696       0.007747  
    -0.001643      -0.005419      -0.002796  
    -0.003218       0.003711      -0.000005  
     0.002135       0.004341       0.002165  
     0.002764       0.000563       0.001235  
    -0.000384      -0.002271       0.007437  
    -0.005107       0.005600      -0.004346  
     0.012209       0.009693       0.002786  
    -0.002903      -0.002271       0.006507  
    -0.001014       0.001507       0.001855  
     0.012839       0.003082      -0.001866  
    -0.003847       0.006860       0.004026  
     0.002764      -0.005104       0.002786  
     0.012209       0.003082      -0.001555  
     0.011580       0.008434       0.006196  
     0.002764      -0.014234       0.000925  
    -0.004792       0.000248       0.000305  
     0.001190       0.005285       0.006817  
     0.005283      -0.001326       0.003716  
    -0.001014       0.005285       0.003406  
     0.001190       0.003396       0.003096  
     0.003709      -0.000382       0.000925  
     0.003709       0.006545      -0.000005  
     0.003709       0.004026      -0.000625  
     0.005598      -0.001641       0.000925  
     0.014098       0.007804      -0.002796  
     0.003079       0.003711      -0.000315  
    -0.000699      -0.002585      -0.000315  
     0.015672       0.002452      -0.000625  
    -0.004477      -0.002271      -0.001866  
    -0.008884      -0.003845       0.010538  
     0.014413       0.004656      -0.000005  
    -0.000699       0.008434      -0.001555  
    -0.000069       0.001822       0.008677  
     0.011265       0.002767      -0.001245  
     0.005598       0.004656       0.006196  
     0.002449       0.001507       0.008987  
     0.015987       0.003082      -0.000625  
     0.006227       0.004026       0.002165  
     0.000246      -0.003845       0.001545  
     0.008746      -0.000382      -0.004036  
     0.005598       0.001822       0.003716  
    -0.002273      -0.004160      -0.006827  
    -0.006051       0.000248       0.000925  
     0.004653       0.004026       0.000615  
     0.000246      -0.000067      -0.000625  
     0.000875       0.001193       0.004646  
    -0.005107       0.010323       0.001545  
    -0.003218       0.004341       0.005576  
     0.007802      -0.001011       0.003716  
     0.010635       0.005600       0.002476  
     0.003394       0.001822       0.010227  
     0.009061      -0.001011       0.000925  
     0.013469       0.007489      -0.004036  
     0.007487       0.001193       0.004646  
     0.011580      -0.002900      -0.000625  
     0.008746       0.002137      -0.003726  
    -0.001643       0.005915      -0.003726  
    -0.001014       0.004971       0.000925  
     0.006227       0.001822      -0.002796  
    -0.006995       0.005600       0.002786  
    -0.002588       0.005600       0.005576  
     0.010635      -0.005734       0.005886  
     0.001505       0.001193       0.001545  
    -0.002273       0.004971       0.006507  
     0.008431      -0.001641       0.004026  
     0.005913      -0.001326       0.004956  
    -0.001014      -0.001956       0.002476  
    -0.002273      -0.001326      -0.003726  
     0.005913      -0.006993       0.006817  
     0.005598       0.001193      -0.004346  
     0.006857       0.009063      -0.000315  
     0.009061       0.002767      -0.002486  
     0.003709       0.003396      -0.000625  
     0.005913       0.012527      -0.002796  
     0.005283       0.004656       0.000305  
     0.008431      -0.005734       0.010538  
     0.001820       0.004971      -0.000315  
    -0.003218       0.009378       0.003406  
     0.003709      -0.002585       0.009607  
     0.012209      -0.002271       0.004026  
     0.002449       0.005285      -0.003106  
    -0.001329      -0.000382       0.007127  
     0.012209      -0.002900       0.007127  
     0.002135       0.007804      -0.005897  
    -0.000699       0.004026       0.004336  
     0.013783      -0.003215       0.003716  
    -0.001643       0.006230       0.001855  
    -0.001958       0.007489       0.001235  
     0.008116      -0.003530       0.001235  
     0.002135      -0.012345       0.009607  
    -0.001958       0.007174      -0.004036  
    -0.003218       0.004341       0.002476  
     0.002449      -0.004474       0.001545  
     0.002764       0.005600      -0.000005  
     0.005598       0.003711      -0.002176  
     0.009061       0.004026      -0.000315  
     0.007172      -0.002271       0.006817  
     0.006542       0.004971      -0.005586  
     0.002764       0.009693      -0.002486  
     0.000875       0.004026       0.003716  
     0.006227       0.002767       0.001855  
     0.001190       0.006545      -0.002796  
     0.001505      -0.003530       0.006817  
     0.004968      -0.005104       0.002476  
     0.005283      -0.003215       0.004336  
    -0.003532      -0.006363       0.003096  
     0.005913       0.001822       0.006196  
     0.013783      -0.002900       0.004026  
    -0.001014      -0.000382      -0.001245  
