STRONG GROUND MOTION RECORDS OF TURKIYE
PLACE                   : BITLIS DSI 173. SB. MUD.
EARTHQUAKE DATE         : 23/10/2011
EPICENTER COORDINATES   : 
EARTHQUAKE DEPTH (km)   : 
EARTHQUAKE MAGNITUDE    : 
STATION ID              : 1302
STATION COORDINATES     : 38.47440N-42.15912E
STATION ALTITUDE (m)    : 1794
RECORDER TYPE           : CMG-5TD
RECORDER SERIAL NO      : 5J60
RECORD TIME             : 23/10/2011 10:41:18 (GMT)
NUMBER OF DATA          : 19107
SAMPLING INTERVAL (sec) : 0.01000000
RAW PGA VALUES (cm/s^2) : (N-S)  89.668149 (E-W) 102.243526 (U-D)  35.511623
Copyright EARTHQUAKE RESEARCH DEPARTMENT 
GENERAL DIRECTORATE OF DISASTER AFFAIRS 
       N-S           E-W           U-D
     0.469977      -0.513245      -1.560005  
     0.417714      -0.327493      -1.629152  
     0.371434      -0.139223      -1.665431  
     0.332709       0.051251      -1.671943  
     0.340265       0.294617      -1.634424  
     0.363878       0.588986      -1.572098  
     0.338061       0.879577      -1.489617  
     0.339321       1.190317      -1.362796  
     0.361359       1.545134      -1.233804  
     0.329561       1.856503      -1.103881  
     0.270058       2.116870      -0.990083  
     0.204257       2.364959      -0.924036  
     0.134994       2.544099      -0.901400  
     0.089973       2.599195      -0.893028  
     0.094381       2.555118      -0.901090  
     0.144124       2.426666      -0.925586  
     0.177811       2.200616      -0.926207  
     0.200165       1.937730      -0.880935  
     0.265965       1.728366      -0.807757  
     0.302800       1.592044      -0.717835  
     0.301226       1.493501      -0.634424  
     0.329561       1.454147      -0.565586  
     0.408899       1.476500      -0.525276  
     0.454235       1.519003      -0.507912  
     0.529165       1.572524      -0.515664  
     0.640931       1.629194      -0.560625  
     0.703268       1.651547      -0.612098  
     0.791421       1.627935      -0.658920  
     0.915150       1.532225      -0.666672  
     1.010230       1.337974      -0.628532  
     1.057770       1.069106      -0.557524  
     1.133015       0.765607      -0.466362  
     1.249188       0.428736      -0.384501  
     1.339230       0.085253      -0.351633  
     1.392437      -0.211949      -0.352563  
     1.480276      -0.476094      -0.337369  
     1.546391      -0.699626      -0.351943  
     1.503258      -0.846653      -0.393493  
     1.447533      -0.937325      -0.419230  
     1.428958      -0.973845      -0.463261  
     1.388974      -0.952751      -0.511013  
     1.325063      -0.921898      -0.560005  
     1.314673      -0.926935      -0.617990  
     1.306488      -0.937639      -0.684036  
     1.228724      -0.941103      -0.724036  
     1.172054      -0.957789      -0.756594  
     1.161665      -0.977938      -0.788842  
     1.129552      -0.978568      -0.793183  
     1.094290      -0.965660      -0.803726  
     1.099013      -1.011940      -0.798455  
     1.102476      -1.065776      -0.774269  
     1.090198      -1.076166      -0.735509  
     1.101532      -1.077740      -0.693028  
     1.121051      -1.084981      -0.662021  
     1.126403      -1.073962      -0.623571  
     1.142145      -1.024533      -0.584191  
     1.163239      -0.968493      -0.534889  
     1.157572      -0.907730      -0.478765  
     1.093346      -0.830596      -0.430703  
     1.023138      -0.740869      -0.369617  
     0.970876      -0.667198      -0.319075  
     0.887445      -0.630362      -0.274734  
     0.807163      -0.595731      -0.239075  
     0.756789      -0.557636      -0.204036  
     0.760567      -0.536227      -0.166517  
     0.804959      -0.534024      -0.124346  
     0.849350      -0.531505      -0.089928  
     0.863203      -0.510411      -0.084966  
     0.830145      -0.462871      -0.016749  
     0.766234      -0.383848       0.104491  
     0.677137      -0.307344       0.220150  
     0.547740      -0.257285       0.324336  
     0.385916      -0.239340       0.372398  
     0.252742      -0.280898       0.403406  
     0.162699      -0.422258       0.442165  
     0.059749      -0.609269       0.492088  
    -0.084130      -0.786520       0.544801  
    -0.230527      -0.909619       0.591003  
    -0.341663      -0.972586       0.651778  
    -0.405889      -0.995254       0.672243  
    -0.438632      -1.000291       0.675344  
    -0.444928      -0.985179       0.643406  
    -0.448706      -0.929769       0.582941  
    -0.501913      -0.876562       0.515344  
    -0.572750      -0.847597       0.435964  
    -0.647366      -0.865228       0.386041  
    -0.769206      -0.921583       0.328987  
    -0.917493      -1.015403       0.259840  
    -1.022017      -1.126539       0.195654  
    -1.092540      -1.253417       0.111003  
    -1.142913      -1.394777       0.038134  
    -1.137876      -1.542119      -0.024501  
    -1.117726      -1.655774      -0.087137  
    -1.141024      -1.697017      -0.136439  
    -1.223510      -1.684738      -0.212098  
    -1.314812      -1.640662      -0.270703  
    -1.389427      -1.565731      -0.293959  
    -1.478840      -1.444835      -0.307912  
    -1.571716      -1.281437      -0.319385  
    -1.647275      -1.113631      -0.290858  
    -1.666480      -0.992735      -0.223881  
    -1.656720      -0.905526      -0.169617  
    -1.645701      -0.856098      -0.133338  
    -1.611070      -0.806354      -0.086207  
    -1.572345      -0.691440      -0.006827  
    -1.516935      -0.523634       0.064181  
    -1.413040      -0.341031       0.080615  
    -1.288995      -0.178577       0.068832  
    -1.151728      -0.059885       0.065421  
    -1.029258       0.017249       0.044646  
    -0.982348       0.062270       0.000305  
    -0.990849       0.082105      -0.028842  
    -1.013202       0.098161      -0.046207  
    -1.046259       0.126181      -0.052098  
    -1.103244       0.171202      -0.027292  
    -1.144172       0.228817      -0.021710  
    -1.185101       0.312562      -0.049928  
    -1.218473       0.397882      -0.047137  
    -1.194231       0.433458      -0.001866  
    -1.131579       0.453608       0.022941  
    -1.071761       0.496425       0.026041  
    -0.977626       0.511222       0.065421  
    -0.819265       0.497684       0.109142  
    -0.667515       0.508703       0.135809  
    -0.557638       0.526334       0.171468  
    -0.489949       0.545224       0.183251  
    -0.454373       0.605357       0.176739  
    -0.449336       0.690677       0.182631  
    -0.414389       0.754273       0.204646  
    -0.358349       0.826685       0.201855  
    -0.325607       0.918301       0.167437  
    -0.267048       0.995120       0.131468  
    -0.145837       1.070680       0.077824  
    -0.024311       1.158204       0.023251  
     0.051563       1.255487      -0.026052  
     0.123975       1.333566      -0.065121  
     0.170255       1.385828      -0.048377  
     0.163014       1.402829      -0.020780  
     0.128698       1.391810      -0.022951  
     0.086825       1.361271      -0.018300  
     0.047785       1.286026      -0.032563  
     0.029525       1.207947      -0.075354  
     0.044952       1.135536      -0.135509  
     0.066046       1.009603      -0.191013  
     0.113271       0.848093      -0.180780  
     0.174663       0.691936      -0.118765  
     0.162070       0.526649      -0.049928  
     0.089343       0.397882       0.044646  
     0.014728       0.330823       0.166507  
    -0.047609       0.255892       0.306662  
    -0.121910       0.174666       0.449917  
    -0.199673       0.136256       0.544491  
    -0.237453       0.143812       0.585111  
    -0.241231       0.131219       0.573948  
    -0.223286       0.012212       0.523716  
    -0.170079      -0.170706       0.429142  
    -0.123169      -0.329067       0.307902  
    -0.074685      -0.477983       0.228212  
    -0.003218      -0.626270       0.130227  
     0.071083      -0.756610       0.020460  
     0.161755      -0.886007      -0.028842  
     0.261557      -1.015088      -0.082486  
     0.338691      -1.115205      -0.146672  
     0.367656      -1.202729      -0.121555  
     0.390324      -1.325514      -0.045276  
     0.399769      -1.438224      -0.019850  
     0.387490      -1.540545       0.015809  
     0.422752      -1.691035       0.086507  
     0.504293      -1.850025       0.187282  
     0.554667      -1.954865       0.308212  
     0.586780      -2.000516       0.408987  
     0.654783      -2.024443       0.458290  
     0.725936      -2.017517       0.448987  
     0.788273      -1.986978       0.449607  
     0.885241      -1.967773       0.443406  
     0.985043      -1.936290       0.405886  
     1.008026      -1.862304       0.368987  
     0.987562      -1.763446       0.351623  
     0.946004      -1.659552       0.356894  
     0.837072      -1.545582       0.387282  
     0.686896      -1.421853       0.459220  
     0.552148      -1.295605       0.523406  
     0.423696      -1.157078       0.520305  
     0.298707      -1.010681       0.448057  
     0.207721      -0.888525       0.376119  
     0.198276      -0.795650       0.376429  
     0.176237      -0.709700       0.397514  
     0.043693      -0.601398       0.456739  
    -0.101445      -0.476409       0.536119  
    -0.242176      -0.349217       0.605576  
    -0.380702      -0.256026       0.694259  
    -0.471374      -0.201875       0.742631  
    -0.496876      -0.133241       0.751313  
    -0.510728      -0.001956       0.689297  
    -0.550397       0.149164       0.604336  
    -0.580936       0.294932       0.547592  
    -0.643588       0.462423       0.532088  
    -0.765428       0.618895       0.608057  
    -0.878453       0.783553       0.685266  
    -0.993052       0.930265       0.730227  
    -1.142913       0.985046       0.727127  
    -1.274828       1.006454       0.608677  
    -1.322053       1.039512       0.444026  
    -1.287736       1.024400       0.340150  
    -1.223195       0.945692       0.287437  
    -1.104818       0.829833       0.312553  
    -0.981404       0.675250       0.464181  
    -0.909937       0.484776       0.654259  
    -0.887583       0.352546       0.775499  
    -0.903640       0.299025       0.829452  
    -0.866175       0.278246       0.781390  
    -0.774244       0.266597       0.609917  
    -0.661218       0.208982       0.393483  
    -0.526155       0.080216       0.109452  
    -0.434854      -0.070589      -0.230703  
    -0.430446      -0.207857      -0.561866  
    -0.482079      -0.398960      -0.727757  
    -0.533396      -0.618399      -0.692718  
    -0.623124      -0.767630      -0.601866  
    -0.770151      -0.849801      -0.520625  
    -0.867434      -0.873099      -0.519695  
    -0.856415      -0.846653      -0.573028  
    -0.801004      -0.804465      -0.582331  
    -0.783059      -0.738035      -0.545121  
    -0.834062      -0.652716      -0.477524  
    -0.987700      -0.596046      -0.352563  
    -1.200842      -0.570229      -0.288997  
    -1.368019      -0.536227      -0.322176  
    -1.421225      -0.512615      -0.293959  
    -1.363296      -0.521430      -0.245586  
    -1.295922      -0.529616      -0.319385  
    -1.294662      -0.543783      -0.435354  
    -1.260031      -0.637918      -0.477524  
    -1.189823      -0.804150      -0.453028  
    -1.263179      -0.952437      -0.325276  
    -1.449245      -1.089074      -0.094579  
    -1.622089      -1.163375       0.110693  
    -1.781079      -1.127169       0.224801  
    -1.855065      -1.119928       0.284956  
    -1.767857      -1.144170       0.227902  
    -1.672777      -1.067351       0.093948  
    -1.727558      -0.948344      -0.024811  
    -1.864510      -0.891044      -0.159075  
    -1.993907      -0.827763      -0.241866  
    -2.183121      -0.768574      -0.213959  
    -2.429006      -0.750943      -0.117835  
    -2.606572      -0.625325      -0.000315  
    -2.778785      -0.402738       0.090848  
    -2.998224      -0.239340       0.088987  
    -3.109990      -0.137019       0.036584  
    -3.073469      -0.075627       0.039065  
    -3.001687      -0.034698       0.034724  
    -2.953203       0.019453      -0.003106  
    -2.877328       0.075493       0.027282  
    -2.711096       0.104143       0.126507  
    -2.485361       0.110754       0.240925  
    -2.289535       0.145071       0.359375  
    -2.133063       0.238892       0.471623  
    -1.990129       0.418031       0.557514  
    -1.884660       0.629599       0.625421  
    -1.803118       0.761829       0.639065  
    -1.767857       0.823536       0.578910  
    -1.806896       0.913893       0.529917  
    -1.834286       1.039827       0.552243  
    -1.837435       1.147500       0.609917  
    -1.890956       1.228726       0.673173  
    -1.952349       1.258321       0.724646  
    -1.966831       1.214244       0.721545  
    -1.939440       1.127980       0.739530  
    -1.832397       1.027548       0.781700  
    -1.699223       0.957970       0.669452  
    -1.608236       0.939395       0.453018  
    -1.431300       0.909486       0.348212  
    -1.152358       0.855335       0.363716  
    -0.947087       0.865094       0.431313  
    -0.878138       0.927431       0.496429  
    -0.821783       0.990713       0.508522  
    -0.721037       1.035419       0.536739  
    -0.600771       0.991342       0.612708  
    -0.471059       0.894689       0.634103  
    -0.353627       0.854390       0.595654  
    -0.259177       0.882095       0.531158  
    -0.183302       0.881151       0.472243  
    -0.061462       0.825111       0.430383  
     0.058175       0.754588       0.424181  
     0.114530       0.694140       0.467282  
     0.143180       0.652582       0.540150  
     0.199850       0.600635       0.624801  
     0.242667       0.544594       0.640305  
     0.277299       0.500833       0.645886  
     0.342784       0.428106       0.653638  
     0.401343       0.332397       0.679065  
     0.459902       0.279505       0.727747  
     0.477218       0.199223       0.691468  
     0.444160       0.034565       0.553793  
     0.400084      -0.157798       0.395034  
     0.396620      -0.395497       0.319685  
     0.418029      -0.614936       0.315034  
     0.407954      -0.737720       0.320305  
     0.312245      -0.805095       0.251468  
     0.158607      -0.850746       0.128367  
     0.007172      -0.875303       0.100770  
    -0.128521      -0.810762       0.155344  
    -0.335366      -0.682940       0.221080  
    -0.659015      -0.575896       0.321855  
    -0.951180      -0.518912       0.374259  
    -1.152043      -0.483965       0.382010  
    -1.266328      -0.444611       0.374879  
    -1.315441      -0.390145       0.348522  
    -1.337480      -0.319937       0.359685  
    -1.355110      -0.256341       0.331778  
    -1.322683      -0.215098       0.246817  
    -1.177545      -0.238081       0.247437  
    -0.956532      -0.307344       0.400305  
    -0.783059      -0.351106       0.576429  
    -0.759761      -0.318363       0.630383  
    -0.805097      -0.297584       0.619530  
    -0.804782      -0.329697       0.629452  
    -0.807931      -0.364329       0.617049  
    -0.858619      -0.357717       0.550383  
    -0.895139      -0.266415       0.437204  
    -0.920326      -0.159372       0.320925  
    -0.964718      -0.119388       0.256119  
    -0.957791      -0.200615       0.240615  
    -0.919696      -0.362125       0.278755  
    -0.892306      -0.446815       0.393793  
    -0.849803      -0.398645       0.496429  
    -0.815801      -0.301677       0.549142  
    -0.789041      -0.239340       0.597204  
    -0.732686      -0.190856       0.611778  
    -0.645792      -0.106795       0.600925  
    -0.570861      -0.040051       0.559065  
    -0.503487      -0.047292       0.465111  
    -0.411871      -0.067441       0.375499  
    -0.265159      -0.066497       0.276584  
    -0.120965      -0.065867       0.186041  
     0.021339      -0.057681       0.181700  
     0.211499      -0.094831       0.143561  
     0.400398      -0.105536       0.089297  
     0.577020      -0.092628       0.112243  
     0.726880      -0.129463       0.124336  
     0.829201      -0.057366       0.181700  
     0.867296       0.140349       0.289917  
     0.879889       0.321693       0.308212  
     0.905076       0.460219       0.268522  
     0.916095       0.566003       0.263561  
     0.946004       0.628655       0.282476  
     0.973080       0.688473       0.275034  
     0.901613       0.775052       0.237824  
     0.828886       0.851242       0.222941  
     0.827312       0.890596       0.241235  
     0.801181       0.885244       0.314724  
     0.743881       0.812517       0.375809  
     0.725621       0.752069       0.374879  
     0.745141       0.692251       0.367747  
     0.770642       0.598116       0.367437  
     0.790477       0.537353       0.363716  
     0.758678       0.538298       0.322786  
     0.684693       0.594338       0.303251  
     0.631171       0.648804       0.334259  
     0.623930       0.694140       0.387902  
     0.604410       0.728142       0.458910  
     0.601262       0.744198       0.506972  
     0.638412       0.747662       0.559065  
     0.690360       0.743254       0.612398  
     0.735696       0.694455       0.639375  
     0.767809       0.606616       0.671003  
     0.814089       0.544280       0.626041  
     0.830460       0.474387       0.489607  
     0.816922       0.399771       0.353173  
     0.826682       0.339638       0.257979  
     0.846517       0.285487       0.165266  
     0.815978       0.279190       0.018910  
     0.778513       0.288950      -0.155664  
     0.795199       0.274782      -0.251788  
     0.843998       0.238262      -0.245897  
     0.853128       0.203315      -0.213959  
     0.797403       0.191981      -0.185431  
     0.684693       0.183481      -0.142641  
     0.571353       0.201426      -0.120625  
     0.442901       0.271949      -0.136129  
     0.307523       0.364825      -0.100780  
     0.227555       0.482572      -0.049928  
     0.180330       0.620154      -0.047757  
     0.169626       0.738217      -0.076594  
     0.217166       0.795831      -0.064501  
     0.271317       0.805591      -0.031633  
     0.272891       0.815666       0.008987  
     0.277614       0.820703       0.082165  
     0.299022       0.778515       0.143871  
     0.335543       0.639989       0.173328  
     0.417085       0.452978       0.160925  
     0.543647       0.253059       0.117514  
     0.670840       0.135311       0.068832  
     0.749548       0.106662       0.092088  
     0.789847       0.081475       0.146972  
     0.828886       0.076123       0.179220  
     0.831090       0.072030       0.264491  
     0.815348       0.105402       0.376119  
     0.846832       0.242040       0.442476  
     0.916410       0.428106       0.461080  
     1.008656       0.506500       0.484646  
     1.146867       0.496110       0.476274  
     1.277838       0.472498       0.424491  
     1.360009       0.419920       0.431623  
     1.442496       0.368603       0.455189  
     1.458237       0.330193       0.453638  
     1.386770       0.287376       0.418290  
     1.332304       0.254318       0.393173  
     1.306488       0.277301       0.408987  
     1.215186       0.367658       0.443716  
     1.087994       0.505240       0.450227  
     1.026286       0.642507       0.383251  
     1.038565       0.700437       0.304801  
     1.042028       0.701066       0.229762  
     1.023138       0.688158       0.194103  
     1.000470       0.695085       0.143251  
     0.968987       0.766866       0.023251  
     0.980321       0.832981      -0.103881  
     1.001100       0.854075      -0.280315  
     0.974024       0.821333      -0.417059  
     0.918614       0.747347      -0.413959  
     0.866036       0.689103      -0.387602  
     0.784180       0.669898      -0.382021  
     0.680915       0.638100      -0.389152  
     0.615744       0.547113      -0.443726  
     0.614800       0.459589      -0.481245  
     0.653209       0.388122      -0.457990  
     0.705157       0.300599      -0.438145  
     0.750493       0.203945      -0.404656  
     0.763401       0.121774      -0.348532  
     0.791106       0.020083      -0.310083  
     0.821330      -0.092942      -0.366517  
     0.776939      -0.178262      -0.462331  
     0.743566      -0.221709      -0.491168  
     0.755845      -0.226117      -0.538610  
     0.697916      -0.223283      -0.598455  
     0.577335      -0.250674      -0.625121  
     0.478477      -0.297269      -0.653028  
     0.362304      -0.301677      -0.702951  
     0.184108      -0.344179      -0.739230  
     0.036766      -0.448704      -0.786362  
    -0.071536      -0.517337      -0.839385  
    -0.173542      -0.573692      -0.863881  
    -0.236824      -0.641382      -0.940780  
    -0.240602      -0.662475      -1.068842  
    -0.223915      -0.649567      -1.137990  
    -0.250991      -0.644215      -1.193183  
    -0.305457      -0.636974      -1.226672  
    -0.332218      -0.602342      -1.152563  
    -0.375980      -0.578415      -1.037835  
    -0.476412      -0.528357      -0.925276  
    -0.555120      -0.439259      -0.852718  
    -0.556379      -0.379441      -0.832563  
    -0.554805      -0.329382      -0.846517  
    -0.557324      -0.309862      -0.874114  
    -0.513247      -0.346698      -0.933959  
    -0.487116      -0.398331      -1.029462  
    -0.474837      -0.412813      -1.070393  
    -0.453114      -0.428240      -1.026052  
    -0.459725      -0.428869      -0.991013  
    -0.517969      -0.358662      -0.965276  
    -0.538748      -0.260119      -0.919385  
    -0.491209      -0.156854      -0.878765  
    -0.439891      -0.024624      -0.833804  
    -0.407463       0.116107      -0.863261  
    -0.381332       0.236373      -0.909152  
    -0.273659       0.325156      -0.889928  
    -0.142059       0.347824      -0.874424  
    -0.067129       0.358213      -0.889307  
    -0.012033       0.370807      -0.907912  
     0.046841       0.338064      -0.899230  
     0.147902       0.274468      -0.911943  
     0.258094       0.157350      -0.977990  
     0.377101      -0.004160      -1.026982  
     0.528221      -0.145520      -1.046517  
     0.655413      -0.232099      -1.084966  
     0.769383      -0.271138      -1.081245  
     0.895001      -0.277120      -0.998455  
     0.966783      -0.209746      -0.937369  
     0.957968      -0.060200      -0.883416  
     0.924910       0.091550      -0.822641  
     0.890593       0.230076      -0.794114  
     0.834553       0.396623      -0.785741  
     0.770012       0.549002      -0.790083  
     0.766864       0.636526      -0.786052  
     0.798977       0.684065      -0.757214  
     0.841794       0.767811      -0.721866  
     0.894057       0.866354      -0.716904  
     0.909483       0.886503      -0.720625  
     0.960801       0.877688      -0.695819  
     1.065011       0.862576      -0.631943  
     1.109717       0.788590      -0.578920  
     1.086105       0.715549      -0.539540  
     1.044232       0.672731      -0.515044  
     1.014323       0.674306      -0.538610  
     0.978747       0.707363      -0.577679  
     0.928059       0.745773      -0.556904  
     0.929318       0.815666      -0.461090  
     0.905705       0.922079      -0.351013  
     0.781976       1.032900      -0.248067  
     0.645024       1.085477      -0.159385  
     0.552463       1.097126      -0.083106  
     0.448253       1.070995      -0.031013  
     0.352229       1.022511      -0.044346  
     0.310041       0.957655      -0.084036  
     0.283281       0.865409      -0.099230  
     0.273836       0.765922      -0.109152  
     0.274150       0.623617      -0.124966  
     0.247390       0.459904      -0.146982  
     0.187571       0.342157      -0.132718  
     0.119253       0.223780      -0.123416  
     0.059749       0.052825      -0.173338  
     0.038655      -0.095461      -0.231943  
     0.062583      -0.185189      -0.297990  
     0.090288      -0.230839      -0.364656  
     0.093121      -0.246266      -0.400625  
     0.038655      -0.264526      -0.450548  
    -0.071851      -0.284046      -0.516284  
    -0.184246      -0.305140      -0.538610  
    -0.269251      -0.341661      -0.510083  
    -0.325921      -0.359606      -0.476284  
    -0.395499      -0.346383      -0.478765  
    -0.443354      -0.327808      -0.495819  
    -0.443984      -0.359291      -0.463881  
    -0.438946      -0.471687      -0.373028  
    -0.462874      -0.610843      -0.248377  
    -0.513247      -0.732683      -0.131478  
    -0.544101      -0.846023      -0.042176  
    -0.511988      -0.992106      -0.000935  
    -0.418797      -1.159912       0.006196  
    -0.296642      -1.285530      -0.011788  
    -0.215415      -1.368331      -0.088377  
    -0.223915      -1.447669      -0.184811  
    -0.228323      -1.491116      -0.276594  
    -0.220767      -1.504024      -0.341710  
    -0.263270      -1.550934      -0.386982  
    -0.326551      -1.572658      -0.401555  
    -0.356145      -1.520081      -0.390703  
    -0.398333      -1.434131      -0.347912  
    -0.449651      -1.317013      -0.246517  
    -0.476412      -1.145429      -0.124656  
    -0.512932      -0.976994       0.009607  
    -0.549138      -0.844449       0.115034  
    -0.573380      -0.706552       0.164336  
    -0.594474      -0.596046       0.199375  
    -0.582195      -0.523634       0.222631  
    -0.563620      -0.436425       0.233793  
    -0.574639      -0.358976       0.252088  
    -0.600141      -0.273657       0.282786  
    -0.637606      -0.194948       0.335809  
    -0.659329      -0.129778       0.359995  
    -0.706554      -0.019901       0.341390  
    -0.750001       0.069511       0.324956  
    -0.764799       0.185370       0.331778  
    -0.770151       0.356639       0.335499  
    -0.787467       0.495480       0.373018  
    -0.809505       0.604098       0.470383  
    -0.809820       0.711771       0.555654  
    -0.835951       0.792368       0.616739  
    -0.887583       0.799294       0.653328  
    -0.894510       0.785756       0.687747  
    -0.843192       0.764348       0.704801  
    -0.778966       0.725938       0.690538  
    -0.664367       0.681862       0.699220  
    -0.499709       0.616376       0.750072  
    -0.375665       0.530742       0.851468  
    -0.331903       0.431884       0.946041  
    -0.317736       0.326100       0.968677  
    -0.324347       0.226298       0.942631  
    -0.332848       0.170258       0.881235  
    -0.312384       0.135941       0.783561  
    -0.259806       0.132793       0.661390  
    -0.204711       0.168054       0.535499  
    -0.152763       0.214964       0.451158  
    -0.059887       0.232910       0.441545  
     0.040544       0.172147       0.483096  
     0.104455       0.122088       0.559375  
     0.146643       0.159239       0.659220  
     0.207721       0.220316       0.743561  
     0.312560       0.273838       0.809917  
     0.479421       0.344361       0.835034  
     0.653209       0.396938       0.803406  
     0.816922       0.426847       0.776429  
     0.952616       0.468405       0.738600  
     0.970876       0.518148       0.649607  
     0.917984       0.576707       0.604956  
     0.918299       0.581745       0.615809  
     0.961431       0.532631       0.602786  
     0.964579       0.488239       0.559685  
     0.961431       0.364195       0.484026  
     0.984414       0.189778       0.377669  
     0.966153       0.051881       0.281545  
     0.936244      -0.069960       0.235034  
     0.923651      -0.194948       0.231933  
     0.869185      -0.292547       0.253948  
     0.774105      -0.376292       0.277514  
     0.719009      -0.500336       0.310693  
     0.681544      -0.597305       0.346972  
     0.540499      -0.621547       0.360615  
     0.363563      -0.580619       0.341390  
     0.230703      -0.470742       0.310383  
     0.158292      -0.352995       0.266041  
     0.111697      -0.269564       0.158445  
     0.077065      -0.210375       0.018910  
     0.081787      -0.177947      -0.093028  
     0.090603      -0.162521      -0.132718  
     0.106344      -0.179522      -0.126207  
     0.082732      -0.224543      -0.112563  
     0.036137      -0.278064      -0.091478  
     0.025432      -0.329382      -0.036284  
     0.061638      -0.369681       0.066041  
     0.100992      -0.427295       0.125266  
     0.087769      -0.452482       0.103871  
     0.075806      -0.432962       0.048987  
     0.122716      -0.400849      -0.055199  
     0.208665      -0.332216      -0.144811  
     0.323264      -0.238081      -0.188222  
     0.420548      -0.146464      -0.252098  
     0.460217      -0.038476      -0.279075  
     0.480996       0.041491      -0.246517  
     0.483829       0.012212      -0.209928  
     0.442901      -0.015808      -0.167447  
     0.382453      -0.019901      -0.082796  
     0.375841      -0.078145      -0.038765  
     0.387490      -0.085386      -0.084656  
     0.374897      -0.027772      -0.196284  
     0.378675       0.006230      -0.320005  
     0.432511       0.017249      -0.332408  
     0.488552       0.006230      -0.316284  
     0.429678       0.027324      -0.370858  
     0.351599       0.071715      -0.380780  
     0.384972      -0.000067      -0.341090  
     0.418029      -0.072793      -0.326517  
     0.395991      -0.025883      -0.316594  
     0.387490       0.011897      -0.325897  
     0.328616       0.072975      -0.331788  
     0.209610       0.189148      -0.286827  
     0.094066       0.226613      -0.276594  
    -0.065240       0.198278      -0.297679  
    -0.295383       0.253374      -0.302951  
    -0.497505       0.342157      -0.309152  
    -0.618716       0.345620      -0.291788  
    -0.752835       0.380566      -0.283416  
    -0.867749       0.446366      -0.291478  
    -0.916548       0.472183      -0.311013  
    -0.959365       0.525075      -0.336749  
    -0.995886       0.568207      -0.346672  
    -0.999034       0.547113      -0.346982  
    -0.949291       0.510907      -0.298300  
    -0.886639       0.484776      -0.201555  
    -0.839099       0.436921      -0.109773  
    -0.802579       0.399456      -0.097059  
    -0.783059       0.386863      -0.156284  
    -0.738982       0.325156      -0.184501  
    -0.661218       0.232280      -0.194114  
    -0.642643       0.145386      -0.211168  
    -0.696480       0.076123      -0.228222  
    -0.734889       0.038343      -0.226052  
    -0.739927      -0.005734      -0.168687  
    -0.733630      -0.075942      -0.059850  
    -0.728593      -0.157168       0.043096  
    -0.726704      -0.219820       0.079685  
    -0.710962      -0.283731       0.102010  
    -0.623124      -0.367477       0.130538  
    -0.482393      -0.462556       0.110693  
    -0.360868      -0.544413       0.019530  
    -0.278382      -0.589749      -0.096749  
    -0.200933      -0.605491      -0.174889  
    -0.123799      -0.582193      -0.216129  
    -0.095464      -0.528042      -0.214579  
    -0.100816      -0.459408      -0.193493  
    -0.101131      -0.374718      -0.147912  
    -0.117817      -0.282157      -0.109773  
    -0.135133      -0.223283      -0.104191  
    -0.077833      -0.220450      -0.054889  
     0.018191      -0.263267      -0.014269  
     0.080843      -0.314900      -0.006827  
     0.106344      -0.330327      -0.007447  
     0.139717      -0.303251      -0.040935  
     0.159551      -0.241858      -0.109152  
     0.132790      -0.163150      -0.175819  
     0.123660      -0.174484      -0.199695  
     0.142235      -0.245007      -0.204346  
     0.107604      -0.233673      -0.167757  
     0.073602      -0.201245      -0.111013  
     0.087454      -0.175744      -0.085276  
     0.083676      -0.082238      -0.037835  
     0.129327       0.013786       0.012708  
     0.224407       0.040547       0.028522  
     0.282966       0.082105       0.039995  
     0.355692       0.149164       0.066972  
     0.448253       0.208982       0.101390  
     0.487607       0.282338       0.165266  
     0.490441       0.309729       0.270072  
     0.476273       0.274153       0.351623  
     0.441012       0.236688       0.355344  
     0.384657       0.208982       0.269452  
     0.383083       0.143497       0.163716  
     0.472495       0.060066       0.116584  
     0.565686       0.012841       0.094259  
     0.616374      -0.010141       0.053638  
     0.667692      -0.014864       0.038755  
     0.727195      -0.012345       0.078755  
     0.789847      -0.026828       0.146972  
     0.865722      -0.055792       0.188832  
     0.900983      -0.096091       0.173638  
     0.908539      -0.155909       0.132088  
     0.951356      -0.218876       0.092708  
     1.023453      -0.273027       0.066352  
     1.067215      -0.345439       0.072553  
     1.062492      -0.430758       0.064801  
     0.981895      -0.494984       0.032863  
     0.893112      -0.559210       0.038445  
     0.845887      -0.656179       0.065111  
     0.797088      -0.750314       0.105731  
     0.732232      -0.798483       0.123716  
     0.673044      -0.823670       0.128057  
     0.651005      -0.892618       0.098290  
     0.628023      -0.991476       0.028832  
     0.608503      -1.054128      -0.019540  
     0.584576      -1.074907      -0.075044  
     0.503978      -1.040590      -0.124036  
     0.411418      -0.946455      -0.176129  
     0.350655      -0.846023      -0.272563  
     0.282336      -0.789983      -0.345431  
     0.254316      -0.814855      -0.344191  
     0.238889      -0.873099      -0.310393  
     0.191979      -0.911193      -0.257059  
     0.161440      -0.999662      -0.215819  
     0.188516      -1.104186      -0.163416  
     0.274780      -1.175338      -0.111943  
     0.375527      -1.237675      -0.092408  
     0.472180      -1.216267      -0.080315  
     0.555611      -1.113001      -0.061710  
     0.610707      -0.978568      -0.054889  
