STRONG GROUND MOTION RECORDS OF TURKIYE
PLACE                   : AGRI BAYINDIRLIK VE ISKAN MUD.
EARTHQUAKE DATE         : 23/10/2011
EPICENTER COORDINATES   : 
EARTHQUAKE DEPTH (km)   : 
EARTHQUAKE MAGNITUDE    : 
STATION ID              : 401
STATION COORDINATES     : 39.71991N-43.01585E
STATION ALTITUDE (m)    : 1610
RECORDER TYPE           : CMG-5TD
RECORDER SERIAL NO      : 5D60
RECORD TIME             : 23/10/2011 10:40:43 (GMT)
NUMBER OF DATA          : 22241
SAMPLING INTERVAL (sec) : 0.01000000
RAW PGA VALUES (cm/s^2) : (N-S)  18.459245 (E-W)  15.087845 (U-D)   7.217400
Copyright EARTHQUAKE RESEARCH DEPARTMENT 
GENERAL DIRECTORATE OF DISASTER AFFAIRS 
       N-S           E-W           U-D
     1.118125      -1.085639      -0.517609  
     0.615384       0.818266      -1.505390  
     0.393126       0.112675      -1.673883  
     0.887728      -0.899693      -0.535773  
     0.915275       0.866474      -0.840188  
     0.203424       1.243999      -1.718981  
     0.591593      -0.241685      -0.822650  
     1.192628       0.404428      -0.413632  
     0.243493       1.744236      -1.539840  
     0.199042       0.567835      -1.101383  
     0.809468       0.238517      -0.190645  
     0.217824       2.196265      -0.971725  
    -0.355038       1.760514      -1.370721  
     0.404395       0.470792      -0.218205  
     0.233476       2.007189      -0.448082  
    -0.482758       2.803561      -1.331886  
    -0.383837       1.234608      -0.394841  
    -0.160953       1.959607       0.056770  
    -0.777641       3.629984      -0.853342  
    -1.211513       2.413514      -0.650399  
    -0.269265       1.766149       0.458898  
    -0.930404       3.521673      -0.248897  
    -1.686080       3.476595      -0.608432  
    -1.140140       2.267637       0.589182  
    -1.291651       3.773356       0.530304  
    -2.185065       4.607919      -0.317171  
    -2.044823       2.975106       0.484579  
    -1.737419       3.355136       1.141638  
    -2.363497       4.970418       0.117528  
    -2.864986       3.943649       0.329866  
    -2.607042       3.573011       1.324537  
    -2.384784       5.165755       0.825322  
    -3.516734       5.161998       0.150725  
    -3.080983       3.798399       1.253131  
    -2.595146       4.776960       1.337064  
    -3.638193       5.651591       0.273493  
    -3.606263       4.362496       0.961244  
    -3.042792       4.741273       1.714764  
    -3.701427       6.057290       0.727609  
    -4.147195       5.012991       0.557864  
    -3.496073       3.945528       1.808719  
    -3.904276       5.591488       1.257516  
    -4.334392       5.284083       0.606720  
    -4.510946       3.888555       1.565688  
    -4.196655       4.942245       1.834400  
    -4.511572       5.471281       0.786488  
    -5.090069       3.780243       1.140385  
    -4.430808       3.613080       2.095595  
    -4.639918       4.843950       1.162934  
    -5.214658       3.765217       0.822817  
    -4.943567       2.982619       1.908938  
    -4.600476       4.170916       1.788049  
    -5.388708       3.985597       0.743268  
    -5.284153       2.213795       1.427888  
    -4.666214       2.610728       2.137562  
    -5.372430       3.699479       1.116583  
    -5.862024       2.220055       1.079628  
    -5.200885       1.675367       2.151968  
    -5.145164       3.151034       1.762368  
    -6.129359       2.476748       0.969387  
    -5.503281       1.088106       1.897663  
    -4.770143       1.814357       2.234649  
    -5.900214       2.389723       1.140385  
    -5.918371       0.956629       1.562557  
    -4.711291       0.815762       2.538437  
    -5.425647       2.160578       1.652754  
    -5.766234       0.947864       1.268790  
    -4.738213      -0.371283       2.430075  
    -4.638040       0.956629       2.179528  
    -5.075043       0.825153       1.243736  
    -4.716926      -1.085013       2.026068  
    -3.824138      -0.454552       2.587293  
    -4.246115       0.375628       1.479250  
    -4.383852      -1.348592       1.472986  
    -3.124809      -2.066704       2.547832  
    -3.299485      -0.842094       1.954663  
    -3.975023      -1.283479       1.153539  
    -2.742901      -2.872466       2.209594  
    -2.576364      -1.978426       2.436339  
    -3.297606      -1.367374       1.186736  
    -2.431114      -3.491032       1.660270  
    -1.782497      -3.550509       2.589799  
    -2.133727      -1.983435       1.634589  
    -2.268959      -3.201784       1.224318  
    -1.169566      -4.619851       2.462646  
    -1.077532      -3.151071       2.169506  
    -1.809418      -3.116011       1.161055  
    -0.576043      -5.303529       2.089958  
    -0.058277      -4.669312       2.627381  
    -1.004907      -3.376460       1.472360  
    -0.143423      -5.108819       1.640853  
     0.749991      -5.746793       2.711314  
     0.115147      -4.000660       1.872608  
     0.288571      -4.907221       1.307625  
     1.166333      -6.650850       2.368065  
     1.336000      -5.134488       2.265967  
     1.002300      -4.447054       1.174835  
     1.570780      -6.420453       1.754225  
     2.494245      -6.096770       2.433833  
     1.957070      -4.482114       1.385295  
     1.933905      -5.905816       1.199890  
     3.125332      -6.922568       2.262209  
     2.746555      -5.222139       1.668413  
     2.429133      -5.203356       0.788993  
     3.479067      -6.990810       1.745456  
     3.698194      -6.059206       1.972201  
     2.966308      -4.744441       0.748906  
     3.500979      -6.682154       1.105935  
     4.319890      -6.969524       2.000387  
     3.780836      -4.952299       1.102177  
     3.519762      -5.816287       0.638039  
     4.309873      -7.347675       1.711006  
     4.462636      -5.826931       1.516205  
     3.368877      -5.191461       0.390624  
     4.110780      -7.024619       1.219934  
     4.910282      -6.633946       1.736687  
     3.713846      -4.894074       0.597325  
     4.067580      -6.157500       0.673115  
     5.092471      -7.060931       1.702237  
     4.244761      -4.880926       0.916772  
     3.835305      -5.066871       0.206472  
     4.870213      -6.866847       1.301988  
     4.924056      -5.566482       1.271296  
     4.002468      -4.285525       0.183296  
     4.341177      -6.102405       0.792751  
     5.160713      -5.980946       1.446052  
     4.423819      -3.906122       0.441986  
     3.702577      -4.899708       0.311075  
     4.875222      -5.948390       1.440415  
     4.626668      -4.331855       0.936189  
     3.187940      -3.817219       0.105627  
     4.118919      -5.533300       1.218681  
     4.317386      -4.482740       1.406591  
     3.070237      -3.181749       0.287899  
     3.099037      -4.750702       0.666225  
     3.897913      -4.763223       1.617051  
     3.085263      -3.057786       0.597951  
     2.305796      -3.713916       0.319844  
     3.102167      -4.679329       1.530612  
     2.990725      -2.947596       1.162934  
     1.795542      -2.623913       0.218999  
     2.154911      -3.943687       1.050188  
     3.025160      -3.335765       1.595754  
     1.637770      -2.003470       0.356800  
     1.533841      -3.135419       0.679379  
     2.485480      -3.522962       1.732929  
     1.763612      -1.461286       0.854135  
     1.054265      -1.959018       0.351789  
     1.803055      -3.364564       1.538128  
     2.051608      -1.872619       1.392185  
     0.992909      -1.179550       0.314833  
     1.052387      -2.674626       1.117836  
     1.844376      -2.188789       1.752346  
     1.158194      -0.444534       0.685016  
     0.336779      -1.410573       0.706939  
     1.495650      -2.352195       1.808719  
     1.221428      -0.669296       1.093408  
    -0.009442      -0.351249       0.346152  
     0.758130      -1.754290       1.479250  
     1.150055      -0.568498       1.547524  
     0.060052       0.732493       0.374338  
     0.202172      -0.726270       0.926168  
     1.275897      -0.753191       1.745456  
     0.599732       1.097497       0.663720  
    -0.156571       0.742510       0.410667  
     0.775660      -0.299284       1.620182  
     0.893989       1.324137       1.193000  
    -0.535348       1.935816       0.187681  
     0.170868       0.363733       1.196132  
     1.126264       0.852700       1.686577  
    -0.403872       2.292681       0.450755  
    -0.219179       1.259025       0.764565  
     1.030474       0.863970       1.845675  
    -0.335629       2.669580       0.913014  
    -0.614234       2.102353       0.343646  
     0.555906       0.628564       1.630831  
    -0.437054       2.293307       1.518711  
    -0.844005       3.104078       0.403777  
     0.001201       1.364832       1.133495  
    -0.078937       1.714810       1.898916  
    -0.856527       3.435900       0.691280  
    -0.587939       2.369688       0.383734  
     0.480777       1.208939       1.627072  
    -0.617991       3.062757       1.003837  
    -1.038715       3.695096      -0.015262  
     0.703661       1.634672       1.056452  
    -0.065789       2.298941       1.304493  
    -1.259095       4.063856      -0.026537  
     0.436952       2.229447       0.336130  
     0.560289       1.649072       1.294472  
    -0.854648       3.735791       0.257834  
    -0.001303       3.238059      -0.069130  
     0.902754       1.414293       1.128484  
    -0.055772       2.719666       0.646808  
    -0.393228       3.454056      -0.345358  
     0.781921       1.597107       0.587929  
     0.538376       1.795574       0.868542  
    -0.396985       3.452178      -0.334083  
     0.739347       2.303324       0.027957  
     1.305322       1.362328       0.826575  
    -0.080815       3.094061      -0.206931  
     0.599732       2.726553      -0.561454  
     1.737316       1.086854       0.488963  
     0.584080       2.426661      -0.017768  
     0.635418       3.277502      -0.870880  
     1.952061       1.405527      -0.011504  
     1.505667       1.780548       0.089341  
     0.893989       3.089678      -0.992395  
     1.942044       1.655959      -0.526378  
     2.075399       1.006089       0.095605  
     1.449320       2.765996      -0.902825  
     1.900723       2.281411      -0.937275  
     2.392821       0.920943      -0.054097  
     2.062877       2.159326      -0.618454  
     1.652170       2.352158      -1.198470  
     2.206875       0.845813      -0.414258  
     2.615078       1.336659      -0.454346  
     1.513180       2.432296      -1.267997  
     1.900723       1.395510      -0.800100  
     2.759702       0.963516      -0.399852  
     1.568275       1.917660      -1.319985  
     1.356035       1.608377      -1.269876  
     2.398455       0.483314      -0.592146  
     1.798046       1.140696      -1.221019  
     0.858928       1.672863      -1.661355  
     2.119224       0.493331      -0.909715  
     1.683474       0.512114      -1.100757  
     0.433821       1.489422      -2.039681  
     1.658431       0.410689      -1.353809  
     1.509424      -0.170312      -0.970472  
     0.134556       1.223965      -1.969528  
     0.886476       0.601643      -1.799156  
     1.224558      -0.492116      -0.894682  
    -0.040120       0.553435      -1.720860  
    -0.067668       0.641086      -2.134262  
     0.676740      -0.524672      -1.033735  
     0.203424      -0.101443      -1.304326  
    -1.062506       0.621677      -2.233228  
     0.120156      -0.521542      -1.341282  
     0.150208      -0.521542      -0.936648  
    -1.559613       0.762545      -2.139900  
    -0.366933      -0.469577      -1.697058  
    -0.368185      -0.960423      -0.744980  
    -1.584656       0.645468      -1.672630  
    -1.178331       0.142727      -2.076637  
    -0.646164      -1.162646      -0.812628  
    -1.649768       0.214100      -1.210371  
    -2.041693       0.970403      -2.291481  
    -1.175200      -0.823938      -1.220393  
    -1.846983      -0.410100      -0.798848  
    -2.775457       1.431197      -2.058472  
    -1.590290       0.040676      -1.703948  
    -1.687959      -0.680566      -0.602795  
    -3.266302       1.289703      -1.490357  
    -2.074875       0.683659      -1.975792  
    -1.789383      -0.890928      -0.755002  
    -3.131696       0.558443      -0.858353  
    -2.829926       1.677872      -1.888100  
    -2.348471      -0.126486      -1.070065  
    -2.936359       0.015007      -0.491928  
    -3.430335       1.905138      -1.539840  
    -3.036532       0.770058      -1.470313  
    -2.710345      -0.418865      -0.299633  
    -3.572455       1.334781      -0.877144  
    -3.723966       1.759262      -1.599345  
    -2.576990      -0.182207      -0.414258  
    -3.410300       0.832666      -0.296501  
    -4.334392       2.446070      -1.556752  
    -3.025262       0.356846      -0.988011  
    -3.234372      -0.068261      -0.076020  
    -4.527850       2.260751      -1.165899  
    -3.655723       1.351685      -1.373226  
    -3.048427      -0.490238      -0.172480  
    -4.159090       1.491926      -0.712409  
    -4.102743       2.133031      -1.620641  
    -3.186790      -0.245441      -0.674827  
    -3.660106       0.458271      -0.367907  
    -4.343157       2.484261      -1.507895  
    -3.436596       0.841431      -1.140218  
    -3.216842      -0.180955      -0.260172  
    -4.370705       2.052266      -1.159635  
    -3.759652       1.613385      -1.555499  
    -2.971419      -0.396952      -0.530136  
    -3.831651       1.212069      -0.833924  
    -3.867964       2.213795      -1.735893  
    -2.900047       0.249787      -1.006802  
    -3.107278       0.519626      -0.642256  
    -3.609393       2.038493      -1.531697  
    -3.075975       0.823275      -1.515412  
    -2.448018       0.028155      -0.678585  
    -2.925716       1.405527      -1.283029  
    -3.012741       1.191409      -1.811683  
    -2.120579      -0.165929      -0.976736  
    -2.181935       0.883378      -0.968593  
    -2.570103       1.598986      -1.884342  
    -2.021658      -0.181581      -1.465929  
    -1.461318      -0.162799      -0.728068  
    -1.830078       1.317250      -1.524181  
    -1.974703       0.361229      -1.720234  
    -1.159548      -0.758826      -0.753749  
    -1.093184       0.946612      -1.110152  
    -1.612829       1.091862      -1.965770  
    -0.733189      -0.830825      -1.053779  
    -0.329368       0.028781      -0.659794  
    -0.966090       1.260903      -1.704575  
    -0.368811      -0.162173      -1.423336  
     0.373718      -0.703105      -0.456225  
    -0.283665       1.255895      -1.238557  
     0.016227       0.704946      -1.721487  
     0.952214      -1.011761      -0.660420  
     0.549020       0.332429      -0.718046  
     0.346796       1.442466      -1.673883  
     1.278401      -0.330588      -1.001164  
     1.498154      -0.488986      -0.233238  
     0.783799       1.449979      -1.170283  
     1.304696       0.470166      -1.319359  
     2.156163      -1.047448      -0.210062  
     1.521319       0.475801      -0.534521  
     1.157568       1.355441      -1.334392  
     2.613826      -0.716878      -0.380434  
     2.357134      -0.541576       0.113769  
     1.237080       1.284068      -0.921616  
     2.476715      -0.329336      -0.637871  
     2.933752      -1.691683       0.436975  
     1.783020       0.527765      -0.193777  
     2.091677       0.618547      -0.625344  
     3.072742      -1.661005       0.468920  
     2.428507      -0.711244       0.599830  
     1.816202       0.650477      -0.368533  
     2.727772      -1.445008       0.314207  
     2.868640      -2.107399       1.174835  
     1.718534       0.069476       0.368074  
     2.273240      -0.589158       0.296669  
     3.266200      -2.469272       1.420371  
     2.071642      -0.969188       1.062716  
     1.922636      -0.470830       0.271614  
     3.223001      -2.828641       1.260648  
     2.516784      -2.185658       1.623314  
     1.897592      -0.542829       0.636160  
     2.785998      -2.074216       0.993815  
     3.030168      -3.016465       1.982849  
     2.139885      -1.203341       1.189242  
     2.241310      -1.673526       0.825949  
     3.167906      -3.488528       2.004772  
     2.427881      -2.212580       1.909564  
     1.769872      -1.116943       0.929926  
     2.933752      -2.896257       1.736060  
     2.803528      -2.995804       2.414416  
     1.434294      -1.090647       1.326416  
     2.299535      -2.516854       1.379657  
     2.710242      -3.678855       2.436965  
     1.631509      -1.739265       1.863839  
     1.672830      -1.463164       1.260648  
     2.375916      -3.367695       2.262209  
     2.043469      -2.563184       2.417548  
     1.092456      -1.110056       1.323284  
     1.664065      -2.915040       1.782412  
     2.228162      -3.645047       2.632392  
     0.952840      -1.487581       1.690336  
     0.828877      -1.912062       1.467975  
     1.965835      -3.822854       2.591678  
     1.104977      -2.248892       2.235901  
     0.388743      -1.314783       1.290087  
     1.501285      -3.646925       2.230890  
     1.375443      -3.328252       2.638655  
     0.286067      -1.358609       1.560051  
     0.762512      -2.946344       1.846927  
     1.211411      -3.896731       2.918015  
     0.324883      -1.975922       2.140694  
     0.068191      -2.153102       1.565688  
     0.880215      -4.177840       2.793995  
     0.344918      -2.948222       2.756413  
    -0.502792      -1.739891       1.662775  
     0.398761      -3.605604       2.369944  
     0.198416      -3.678229       3.134112  
    -1.020559      -1.630953       1.942135  
    -0.489645      -2.769790       1.793686  
     0.009966      -4.444549       3.019487  
    -1.102575      -2.350317       2.481437  
    -1.123236      -1.870115       1.619556  
    -0.476497      -4.062015       2.669974  
    -0.994264      -3.196775       2.985663  
    -1.438779      -1.503859       1.842543  
    -1.176453      -3.352043       2.130672  
    -0.713781      -4.246709       3.182969  
    -1.536448      -2.071712       2.307934  
    -1.615334      -2.385377       1.852565  
    -0.711276      -4.437663       3.069596  
    -1.258469      -2.866206       2.933048  
    -1.697350      -1.799368       1.898289  
    -0.945430      -4.125249       2.652436  
    -0.902856      -4.063894       3.354593  
    -1.627229      -1.813142       2.233396  
    -1.343616      -3.062168       2.358043  
    -1.090054      -4.356272       3.477988  
    -1.411858      -2.152476       2.972509  
    -1.700480      -1.949001       2.258451  
    -1.154540      -3.995025       3.302605  
    -1.023063      -3.103489       3.506800  
    -1.803157      -1.439373       2.331736  
    -1.427510      -3.101611       2.815917  
    -1.020559      -3.573048       3.618294  
    -1.688585      -1.299131       2.643666  
    -1.648516      -1.998461       2.303549  
    -1.096315      -3.682612       3.423494  
    -1.173322      -2.046043       3.127222  
    -1.570882      -1.090021       2.155100  
    -1.386189      -2.913788       2.899224  
    -0.831483      -2.551288       3.403450  
    -1.423754      -0.646132       2.273483  
    -1.603438      -1.793107       2.291648  
    -0.710024      -2.767911       3.338934  
    -0.874683      -0.961049       2.639282  
    -1.687333      -0.590411       1.796818  
    -0.679972      -2.359708       2.896719  
    -0.544739      -1.257810       2.938685  
    -1.573386       0.507105       1.572579  
    -0.619243      -1.294749       2.088079  
    -0.210414      -1.554571       2.827818  
    -0.794545       0.780701       1.774895  
    -0.780771       0.110797       1.378405  
     0.055670      -1.431234       2.535305  
    -0.254239       0.474549       2.117518  
    -0.792040       1.339789       0.998200  
     0.106382      -0.793886       1.850686  
     0.245372      -0.226659       2.177023  
    -0.458341       1.898877       0.952475  
    -0.093337       0.806370       0.962497  
     0.715556      -0.310554       1.988486  
    -0.275526       1.828130       0.996321  
    -0.154067       1.898251       0.214614  
     0.798825      -0.243563       1.389679  
     0.328014       1.195791       1.325163  
     0.025618       2.770378      -0.002735  
     0.634166       1.004837       0.396887  
     0.911519       0.668007       1.255637  
     0.203424       2.950689       0.057396  
     0.415665       2.189378      -0.352248  
     1.103725       0.530896       0.723225  
     0.606619       2.309585       0.322350  
     0.108260       3.353257      -0.814507  
     1.260245       1.366085      -0.010251  
     1.045500       1.747366       0.405656  
    -0.045129       3.988727      -0.969220  
     0.925293       2.364054      -0.872759  
     1.114994       1.418049       0.060528  
     0.207181       3.819686      -0.783815  
     0.425056       3.855372      -1.534829  
     1.198263       2.058527      -0.521993  
     0.653575       3.295658      -0.646014  
     0.055670       4.564719      -1.955121  
     0.951588       2.795422      -1.423336  
     0.970370       2.648919      -0.741222  
    -0.108989       4.738769      -1.956374  
     0.354935       4.175298      -2.348480  
     1.238958       2.884951      -1.245447  
     0.099495       4.639849      -1.792266  
    -0.072676       5.196432      -2.909705  
     1.238958       3.242442      -1.946979  
     0.491420       4.092030      -1.600598  
    -0.299317       5.990926      -2.926617  
     0.762512       4.589762      -2.823266  
     0.992283       3.701983      -1.884342  
    -0.140293       5.699799      -2.856464  
     0.155842       5.609644      -3.526677  
     1.212663       3.885424      -2.402974  
     0.192781       5.079982      -2.598401  
    -0.131528       6.143063      -3.814179  
     1.374817       4.468929      -3.102626  
     0.860181       4.338079      -2.535764  
     0.066313       5.994056      -3.831091  
     1.056769       4.771325      -3.834849  
     1.355409       3.594298      -2.849574  
     0.760634       5.205824      -3.599962  
     0.863311       5.332291      -4.274559  
     1.737942       3.271241      -3.226020  
     1.561388       3.967440      -3.310580  
     0.785677       5.366100      -4.470612  
     1.675335       3.271867      -3.796641  
     2.207501       2.613233      -3.164637  
     1.167585       4.495225      -4.303372  
     1.697247       3.769600      -4.241988  
     2.700851       2.052266      -3.128307  
     1.615857       3.501012      -3.940079  
     1.588310       3.688835      -4.535754  
     2.806032       1.643437      -3.239801  
     2.230040       2.439183      -3.365700  
     1.697247       3.631236      -4.437415  
     2.553723       1.923920      -3.576160  
     2.731529       1.617142      -2.907826  
     1.821211       3.250581      -4.097924  
     2.158041       2.091083      -3.965134  
     2.868014       0.764423      -2.721169  
     1.672830       2.481756      -3.519160  
     1.628379       2.515565      -4.054078  
     2.862379       0.516496      -2.708015  
     1.904479       1.661594      -2.770652  
     1.330365       2.862412      -3.926925  
     2.537445       0.602269      -2.934760  
     1.958322       0.637329      -2.265800  
     1.044874       2.682101      -3.474062  
     2.114216       1.139444      -3.197834  
     2.050982       0.078867      -2.009615  
     0.978509       2.287046      -2.825772  
     1.629005       1.594603      -3.283020  
     1.970218      -0.402587      -1.981429  
     1.021709       1.345424      -2.104197  
     1.207028       2.186873      -3.058154  
     1.834359       0.127701      -2.078516  
     0.982266       0.482062      -1.527939  
     0.776286       2.231325      -2.701751  
     1.684726       0.339316      -2.355370  
     0.947832      -0.576011      -1.340655  
     0.427560       1.640307      -2.067241  
     1.008561       1.500065      -2.449325  
     1.069291      -0.622341      -1.290546  
     0.555906       0.607904      -1.454654  
     0.441334       1.716688      -2.350986  
     1.120629      -0.406344      -1.502258  
     0.721191      -0.137756      -0.912220  
    -0.002556       1.577699      -1.961385  
     0.836390       0.359976      -1.730882  
     0.976631      -0.544081      -0.749365  
    -0.221683       0.988559      -1.515412  
     0.360570       0.384394      -1.797903  
     0.898997      -0.746930      -0.768156  
     0.152086       0.612286      -0.863363  
     0.029374       1.004211      -1.683278  
     0.746860      -0.133373      -0.929758  
     0.705539       0.455140      -0.426159  
     0.017479       1.240243      -1.222272  
     0.311736       0.590999      -1.157130  
     0.800077       0.535905      -0.265809  
     0.160851       0.897152      -0.666684  
    -0.350655       0.763797      -1.286161  
     0.606619       0.401924      -0.366028  
     0.163981       0.294864      -0.126129  
    -0.799553       1.001081      -1.070691  
     0.173372       0.979168      -0.661047  
     0.656079       0.742510       0.158241  
    -0.515940       1.225843      -0.579619  
    -0.619243       1.389875      -0.914099  
     0.425682       0.568461       0.119407  
    -0.092085       0.160257       0.054264  
    -1.736793       1.380484      -0.853968  
    -0.197892       1.232730      -0.241381  
     0.906510       0.462653       0.516523  
    -2.294003       1.160731      -0.373544  
    -0.994890       1.990911      -0.544543  
     1.054265       1.051167       0.529677  
    -2.012267       0.993568       0.031715  
    -2.190700       1.897625      -0.454346  
    -0.042625       1.744236       0.197076  
    -0.597956       1.116905       0.497732  
    -2.803630       0.868352      -0.027790  
    -2.101797       2.431670      -0.099822  
     0.265406       2.161204       0.505875  
    -1.813800       0.470792       0.304185  
    -3.692036       2.374697      -0.021526  
    -0.021338       3.481604       0.342393  
    -0.520322       1.111897       0.587303  
    -4.550389       1.263408       0.191439  
    -1.523300       3.229294       0.229647  
     0.113269       1.592725       0.595446  
    -4.001318       0.614164       0.404404  
    -3.343936       3.348875       0.105627  
     0.401891       3.457813       0.401272  
    -2.957646       1.386745       0.498985  
    -4.605484       2.458591       0.058649  
    -0.562270       3.479099       0.149472  
    -2.027919       0.981672       0.448249  
    -5.020574       1.302851       0.146967  
    -2.258942       3.593672      -0.025284  
    -0.666825       2.709023       0.265977  
    -4.169734       2.567529       0.154483  
    -3.265050       5.169511      -0.172480  
    -0.281160       4.334948      -0.079152  
    -3.572455       0.092015      -0.125503  
    -5.103217      -0.694966      -0.428038  
    -1.667924      -0.031949      -0.430544  
    -2.801752      -0.875276      -0.216953  
    -4.952332       0.311768      -0.337215  
    -2.036058       3.681949      -0.494433  
    -1.085045       3.562994      -0.407995  
    -3.422822       1.622777      -0.479400  
    -2.997715       2.414766      -0.648520  
    -1.510778       0.898404      -0.714914  
    -3.011488      -2.565062      -0.520741  
    -4.025736      -0.187842      -0.582751  
    -1.402467       2.965715      -0.759387  
    -1.286642       1.773662      -0.566465  
    -4.034501       0.999203      -0.798221  
    -1.232800       2.432296      -1.042504  
    -0.562896       0.843309      -0.758134  
    -3.673879      -1.525772      -0.898440  
    -2.213865       0.398793      -1.108273  
    -0.658060       0.923447      -0.821397  
    -2.960776      -0.865885      -0.891550  
    -2.555703      -0.840842      -1.256722  
    -0.303073       0.890265      -0.869627  
    -2.449896       0.381263      -0.916605  
    -1.957172      -1.194576      -1.052526  
    -0.380081      -0.775730      -0.750617  
    -1.522048       0.482688      -0.902198  
    -1.625977      -0.569124      -0.919737  
    -0.812075      -0.433265      -0.882781  
    -0.375072       1.151966      -0.497565  
    -1.190852      -0.736913      -0.551433  
    -0.917882      -0.555350      -0.794463  
     0.277302       0.892143      -0.386072  
    -0.236083      -0.158416      -0.205678  
    -1.059376      -0.666166      -0.379182  
     0.302345       0.840805      -0.191271  
     0.821990       0.403176       0.145714  
    -0.822092      -1.065604      -0.003361  
    -0.079563       0.011251       0.125670  
     1.405495       0.166518       0.636786  
    -0.214796      -1.087517       0.499612  
    -0.438306      -0.956666       0.239043  
     1.640900      -0.152782       0.711950  
     0.560915      -1.148246       0.837850  
    -0.156571      -1.430608       0.525919  
     1.615857       0.071980       0.776466  
     1.613979      -0.552220       1.107814  
     0.337405      -1.917697       0.938069  
     0.781295      -0.880911       0.944332  
     2.770972      -0.226659       1.387174  
     1.011065      -2.095503       1.431646  
     0.130799      -1.983435       1.168572  
     3.071490      -0.370657       1.622688  
     1.977731      -1.250923       1.850686  
     0.341162      -2.255153       1.537502  
     2.796015      -1.079378       1.779906  
     2.781615      -1.120699       2.198319  
     0.852668      -2.473028       1.912696  
     2.185589      -1.527650       1.852565  
     3.191071      -0.997988       2.341131  
     1.733560      -2.371604       2.262209  
     1.101847      -2.827389       2.012915  
     3.099663      -1.860098       2.352406  
     2.916848      -2.648330       2.656820  
     0.701783      -2.952605       2.330483  
     2.653895      -1.307896       2.455756  
     4.319890       0.035042       2.954345  
     1.143168      -0.858372       2.702545  
     1.689108      -0.988596       2.435713  
     4.522113      -0.348118       3.015102  
     2.211258      -1.763055       2.866653  
     0.564672      -2.705930       2.624249  
     3.008256      -2.703425       2.822181  
     3.570474      -2.476159       2.949334  
     0.538376      -2.343430       2.911752  
     1.753594      -1.100665       2.783973  
     4.857065      -0.135878       3.095904  
     1.560136      -1.654118       3.042036  
     0.783799      -1.071865       2.861642  
     4.421315      -1.074369       2.913004  
     2.270735      -3.661325       3.139749  
     0.138938      -3.056534       2.996311  
     2.924987      -2.764781       2.870411  
     2.965056      -3.281922       3.011344  
     0.492672      -3.402129       3.092145  
     2.387186      -1.285984       3.095904  
     3.206096      -1.116943       3.052058  
     1.423025      -2.477411       2.929290  
     2.234423      -0.008158       2.957476  
     3.701951       4.518389       2.845357  
     1.586432      -0.244189       3.015102  
    -0.137162      -8.391974       3.258133  
     2.369656     -10.991452       2.894213  
     1.549493      -7.852920       2.503987  
    -0.593574      -4.004416       2.551590  
     1.970218      -2.056060       2.881686  
     2.460437      -0.167182       2.789610  
     0.778790      -1.414330       2.400636  
     2.695842       0.109545       2.264714  
     2.455428      -2.921927       2.381219  
     0.104504      -4.227926       1.997255  
     0.187146      -7.236233       2.340505  
     1.568901      -6.828656       2.384977  
     0.584080      -3.820975       1.583227  
     0.688635      -3.249992       1.594501  
     1.983365      -1.366122       2.084321  
     0.830755      -1.605284       1.927729  
     0.176503      -5.127601       1.492404  
     1.025465      -8.772630       1.404086  
     1.270262      -5.615942       1.281944  
    -0.655555      -4.990490       1.242483  
     0.413161      -4.907221       1.271922  
     1.186993      -4.444549       1.248120  
    -0.581052      -4.525940       0.967508  
    -0.021338      -5.486344       0.689401  
     1.459964      -5.342346       0.998826  
     0.639175      -4.594808       1.092155  
    -0.937291      -4.187857       0.427579  
     0.480777      -5.824426       0.540325  
     0.619766      -6.587616       0.867915  
    -1.442536      -4.946038       0.376217  
     0.055670      -5.105688       0.353668  
     0.930301      -5.509509       0.693785  
    -1.158922      -4.870283       0.170769  
    -0.935412      -5.747419      -0.171228  
     0.672357      -6.570086       0.454513  
    -0.737572      -4.962942       0.134439  
    -1.433771      -4.834596      -0.470005  
     0.263528      -5.842583       0.214614  
    -1.071271      -4.662425       0.009166  
    -1.823192      -3.694507      -0.732453  
    -0.152814      -5.921468      -0.253908  
    -0.373820      -5.180192       0.275998  
    -2.237029      -3.908626      -0.753749  
    -1.100697      -5.624707      -0.796342  
    -0.038868      -5.794375       0.086836  
    -2.509374      -3.348912      -0.553938  
    -2.031050      -3.827236      -1.042504  
    -0.569157      -5.127601      -0.279589  
    -1.597803      -4.520931      -0.235744  
    -2.302768      -5.409962      -0.843946  
    -1.018055      -5.371145      -0.599663  
    -0.231074      -4.834596      -0.312787  
    -2.417340      -5.306033      -0.756255  
    -2.259568      -4.919117      -1.172789  
    -0.135910      -6.027276      -0.373544  
    -2.054841      -6.036041      -0.624718  
    -3.165504      -4.994246      -1.060043  
    -0.819588      -4.835222      -0.719925  
    -1.659785      -5.372398      -0.375423  
    -3.516108      -4.549105      -1.001791  
    -2.206978      -2.530002      -0.944165  
    -0.963586      -3.237470      -0.497565  
    -3.396527      -3.348912      -1.074449  
    -3.065957      -2.967004      -0.881528  
    -0.857779      -3.163593      -0.661673  
    -2.665893      -4.574148      -0.783815  
    -2.734136      -6.026650      -1.160262  
    -1.709871      -5.503248      -0.765024  
    -2.098666      -5.460675      -0.778804  
