STRONG GROUND MOTION RECORDS OF TURKIYE
PLACE                   : AGRI BAYINDIRLIK VE ISKAN MUD.
EARTHQUAKE DATE         : 23/10/2011
EPICENTER COORDINATES   : 
EARTHQUAKE DEPTH (km)   : 
EARTHQUAKE MAGNITUDE    : 
STATION ID              : 401
STATION COORDINATES     : 39.71991N-43.01585E
STATION ALTITUDE (m)    : 1610
RECORDER TYPE           : CMG-5TD
RECORDER SERIAL NO      : 5D60
RECORD TIME             : 23/10/2011 10:40:43 (GMT)
NUMBER OF DATA          : 22241
SAMPLING INTERVAL (sec) : 0.01000000
RAW PGA VALUES (cm/s^2) : (N-S)  18.459245 (E-W)  15.087845 (U-D)   7.217400
Copyright EARTHQUAKE RESEARCH DEPARTMENT 
GENERAL DIRECTORATE OF DISASTER AFFAIRS 
       N-S           E-W           U-D
     2.717129       0.060711      -0.707398  
     2.754694       0.330551      -1.028098  
     2.601305      -0.087670      -0.720552  
     2.814797       0.545296      -1.010560  
     2.515532      -0.085165      -0.707398  
     2.600052       0.862091      -1.074449  
     2.613200       0.336812      -1.070065  
     2.656400       0.659242      -0.964835  
     2.528053       0.753154      -1.069438  
     2.200614       0.719345      -0.885286  
     2.384055       1.289703      -1.324370  
     2.236301       0.631695      -0.932890  
     2.471706       1.445596      -1.226656  
     2.176823       0.915308      -1.006175  
     2.163050       1.594603      -1.177800  
     2.057242       1.419301      -1.252964  
     2.137381       1.507578      -1.070065  
     2.203745       1.700410      -1.321864  
     1.964583       1.465631      -1.036867  
     2.060999       2.092335      -1.513533  
     1.705386       1.464379      -1.088229  
     2.104198       2.243846      -1.338150  
     1.850011       1.716062      -1.324370  
     1.781768       2.310211      -1.398281  
     1.868167       2.184995      -1.496621  
     1.798672       1.907016      -1.077581  
     1.741699       2.629511      -1.438369  
     1.461216       2.014076      -1.142097  
     1.715404       2.993888      -1.687036  
     1.675961       2.312715      -1.360073  
     1.882567       2.569407      -1.307458  
     1.477494       2.621372      -1.407050  
     1.390469       2.687736      -1.300568  
     1.527580       3.312562      -1.700816  
     1.523198       2.581303      -1.238557  
     1.697247       3.326962      -1.596839  
     1.307201       2.649545      -1.292425  
     1.464346       3.131000      -1.437116  
     1.383582       3.541081      -1.651960  
     1.484381       2.950689      -1.266118  
     1.573284       3.748313      -1.628158  
     1.225184       3.075279      -1.301820  
     1.386712       3.459065      -1.552367  
     1.258366       3.470334      -1.577422  
     1.448068       3.167312      -1.262359  
     1.344765       4.099543      -1.630037  
     1.188872       3.366405      -1.323117  
     1.333496       3.541707      -1.437116  
     1.140664       3.766469      -1.547983  
     1.228315       3.243694      -1.185316  
     1.185741       3.872276      -1.462797  
     1.109986       3.642506      -1.380116  
     1.237706       3.624349      -1.234799  
     1.161324       3.862885      -1.442127  
     0.879589       3.386440      -1.191580  
     1.068665       3.647514      -1.227909  
     0.778164       3.872276      -1.384501  
     0.798199       3.661914      -1.003043  
     1.125638       3.670679      -1.105141  
     0.741852       3.755826      -1.335644  
     0.586584       3.534820      -1.088229  
     0.748739       3.717009      -1.078834  
     0.703035       3.913598      -1.148361  
     0.513333       3.571759      -0.961077  
     0.632288       3.807164      -1.083845  
     0.395004       3.964310      -1.159635  
     0.308605       3.665671      -0.887165  
     0.415665       3.786504      -0.974230  
     0.126417       3.873529      -1.006802  
     0.060678       3.532942      -0.750617  
     0.304849       3.862885      -0.935396  
     0.077582       3.825947      -0.897814  
     0.063183       3.450300      -0.637871  
     0.075078       3.887928      -0.998032  
    -0.376950       3.656279      -0.852089  
    -0.203527       3.343866      -0.537026  
    -0.140293       3.762087      -0.765024  
    -0.459593       3.631236      -0.594026  
    -0.231074       3.450926      -0.478774  
    -0.174727       3.872276      -0.782562  
    -0.482758       3.465952      -0.544543  
    -0.328116       3.311936      -0.436807  
    -0.485262       3.825947      -0.747486  
    -0.801432       3.422126      -0.431796  
    -0.458967       3.395831      -0.369786  
    -0.455836       3.685705      -0.587762  
    -0.696877       3.251207      -0.291490  
    -0.557261       3.315693      -0.343479  
    -0.870300       3.613080      -0.480653  
    -0.948560       3.396457      -0.208183  
    -0.512809       3.501012      -0.278337  
    -0.801432       3.559863      -0.368533  
    -1.066263       3.246198      -0.204425  
    -0.783275       3.374544      -0.294622  
    -1.091932       3.429013      -0.282721  
    -1.192105       3.242442      -0.055976  
    -0.859657       3.429639      -0.179997  
    -1.145149       3.430891      -0.155569  
    -1.154540       3.333849      -0.079778  
    -0.941047       3.340736      -0.218832  
    -1.284138       3.233050      -0.052844  
    -1.279129       3.301293       0.039232  
    -1.046228       3.459065      -0.123624  
    -1.359268       3.315067      -0.051592  
    -1.239060       3.101574       0.049880  
    -1.046228       3.071522      -0.149305  
    -1.335477       2.875560      -0.042822  
    -1.187096       3.010793       0.141330  
    -1.022437       3.391448       0.083077  
    -1.575891       3.225537       0.056144  
    -1.684202       3.005784      -0.166217  
    -1.115723       2.521199      -0.194403  
    -1.058750       2.309585       0.272867  
    -1.528935       3.137886       0.235285  
    -1.751193       3.352005      -0.176865  
    -1.555230       2.647667       0.028583  
    -1.471962       2.519321       0.192692  
    -1.504518       2.531216       0.011045  
    -1.456936       2.173100       0.063034  
    -1.602186       2.473617       0.066165  
    -2.021032       2.685232      -0.010251  
    -1.776236       2.236334       0.139450  
    -1.258469       2.157448       0.156362  
    -1.471336       2.285794      -0.014010  
    -1.808792       2.178108      -0.146173  
    -1.801905       1.995919      -0.010878  
    -1.779366       2.028475       0.158868  
    -1.893312       2.044127      -0.030295  
    -1.717384       1.634672      -0.003361  
    -1.614708       1.734219       0.177659  
    -1.762462       2.057275       0.042990  
    -1.697350       1.652202      -0.008372  
    -1.744306       1.427440       0.096857  
    -2.155013       1.613385       0.051133  
    -2.131222       1.439336      -0.039691  
    -1.809418       1.115027       0.157615  
    -1.957172       1.292207       0.237790  
    -2.082388       1.322885       0.032342  
    -1.967816       0.863970       0.082451  
    -1.946529       1.048663       0.133813  
    -2.136857       1.077462      -0.030295  
    -2.077379       0.447627       0.118154  
    -2.198839       0.709954       0.200208  
    -2.337202       0.977290      -0.079152  
    -2.127466       0.254169       0.036100  
    -1.985346       0.251665       0.143209  
    -2.067988       0.643590      -0.024658  
    -2.175048       0.231004      -0.010251  
    -2.062980       0.258552       0.022320  
    -2.245168       0.305508      -0.032801  
    -2.268333      -0.212259       0.044243  
    -2.081762      -0.352501       0.173901  
    -2.166283       0.007494       0.039232  
    -2.374141      -0.217894      -0.082910  
    -2.143744      -0.609819       0.026704  
    -2.121831      -0.307423       0.089341  
    -2.408575      -0.383805       0.061155  
    -2.231395      -0.773852       0.066165  
    -2.108057      -0.693714       0.042990  
    -2.350350      -0.735661       0.012298  
    -2.325307      -1.135725      -0.000856  
    -2.201969      -1.136351       0.005408  
    -2.470557      -0.912215      -0.013383  
    -2.379775      -1.159516      -0.022152  
    -2.104927      -1.434364       0.069924  
    -2.211986      -1.217115       0.022946  
    -2.417340      -1.357357      -0.101075  
    -2.288994      -1.586501      -0.062866  
    -2.272716      -1.349844      -0.044702  
    -2.471183      -1.433738      -0.058482  
    -2.281481      -1.885141       0.039858  
    -2.086771      -1.771821       0.093099  
    -2.285864      -1.607788       0.011672  
    -2.233273      -1.874497      -0.072262  
    -1.975955      -1.933349      -0.013383  
    -2.158770      -1.736134       0.068671  
    -2.261447      -1.911436       0.054891  
    -1.948407      -2.161241       0.088715  
    -1.981589      -1.917697       0.079319  
    -2.122457      -1.968409      -0.020900  
    -1.833835      -2.334039       0.151351  
    -1.772479      -2.101138       0.352415  
    -2.049832      -1.845072       0.222131  
    -1.873278      -2.293344       0.147593  
    -1.511405      -2.359082       0.217746  
    -1.656029      -2.285831       0.311075  
    -1.870774      -2.240127       0.158868  
    -1.824444      -2.474281       0.121286  
    -1.527683      -2.678382       0.373712  
    -1.294155      -2.515602       0.381855  
    -1.278503      -2.540019       0.519029  
    -1.590290      -2.115538       0.549095  
    -1.821939      -1.985313       0.260966  
    -1.277877      -2.496819       0.193318  
    -0.615486      -2.863075       0.495227  
    -0.789536      -2.710938       0.728862  
    -1.551474      -2.320265       0.648061  
    -1.786879      -2.056060       0.535941  
    -1.117601      -2.074216       0.487084  
    -0.308708      -2.456750       0.530930  
    -0.230448      -2.854936       0.746400  
    -0.780145      -2.593862       0.739510  
    -1.184592      -2.243258       0.443865  
    -0.916004      -2.339674       0.607347  
    -0.339386      -2.277692       0.889838  
    -0.244848      -2.176893       0.794004  
    -0.408254      -2.354700       0.696917  
    -0.340638      -2.360334       0.745774  
    -0.227944      -2.100512       0.732620  
    -0.145928      -2.262040       0.772081  
    -0.121510      -2.374108       0.828454  
    -0.217300      -2.046043       0.769576  
    -0.192257      -1.996583       0.863531  
     0.077582      -2.123051       0.979409  
     0.277928      -2.137450       0.812795  
     0.342414      -2.295848       0.730115  
     0.374344      -2.222597       0.879190  
     0.219076      -1.778081       0.730115  
     0.224711      -2.156859       0.636160  
     0.569054      -2.781685       1.065221  
     0.574689      -2.027261       1.270043  
     0.255389      -1.436869       1.010727  
     0.364952      -1.671648       0.763312  
     0.826998      -1.845698       0.731994  
     0.985396      -2.144963       0.931179  
     0.796321      -2.275814       1.038914  
     0.510829      -1.842567       0.973772  
     0.438830      -1.548937       0.748279  
     0.944075      -2.023504       0.685016  
     1.356035      -2.243258       0.904871  
     1.081812      -2.025382       0.911761  
     0.808216      -2.056686       0.715082  
     0.862685      -1.717978       0.711950  
     0.908389      -1.456277       0.930552  
     1.041743      -1.819403       0.958112  
     1.045500      -1.864480       0.824070  
     0.900876      -1.587127       0.731994  
     1.073673      -1.582119       0.659335  
     1.386086      -1.645353       0.775213  
     1.220176      -1.512624       0.862905  
     0.929675      -1.622188       0.660588  
     1.176976      -1.664761       0.536567  
     1.347896      -1.489459       0.674368  
     1.428660      -1.612171       0.764565  
     1.669074      -1.721108       0.738884  
     1.467477      -1.413704       0.699423  
     1.136281      -1.242158       0.646181  
     1.372939      -1.450642       0.596698  
     1.538850      -1.432486       0.538446  
     1.515059      -1.640344       0.614863  
     1.767368      -1.869489       0.665599  
     1.739821      -1.429982       0.621127  
     1.467477      -1.290366       0.638039  
     1.587058      -1.260315       0.502743  
     1.622744      -1.113186       0.487084  
     1.583301      -1.208976       0.625511  
     1.785524      -1.365496       0.502743  
     1.795542      -1.483198       0.457645  
     1.645283      -1.438121       0.544710  
     1.731056      -1.229637       0.470172  
     1.757977      -0.931623       0.410041  
     1.680343      -0.923484       0.468920  
     1.973974      -1.252175       0.441986  
     1.977731      -1.309149       0.445744  
     1.739821      -1.131968       0.494601  
     1.674709      -1.148246       0.359305  
     1.741699      -1.022405       0.319218  
     1.855645      -1.191446       0.445118  
     2.045973      -1.250923       0.405656  
     2.009661      -1.118195       0.334877  
     1.813072      -1.028039       0.379975  
     1.958322      -0.941015       0.294789  
     1.915123      -1.136977       0.326734  
     1.799924      -1.127586       0.452634  
     1.850011      -0.889050       0.265350  
     1.901975      -1.014266       0.280383  
     2.067260      -1.123829       0.374964  
     2.122981      -1.096282       0.294163  
     2.044095      -1.210854       0.403777  
     1.952061      -0.892180       0.357426  
     1.726047      -0.869015       0.181417  
     1.796794      -1.121951       0.361811  
     2.072268      -1.098160       0.426327  
     2.067886      -1.121325       0.369327  
     1.981487      -1.260941       0.479568  
     1.914497      -0.817051       0.273493  
     1.853767      -0.962301       0.294789  
     1.963957      -1.124455       0.458898  
     1.853767      -0.889676       0.284768  
     1.660309      -1.222124       0.415678  
     1.779890      -0.970440       0.464535  
     1.747960      -0.938510       0.305438  
     1.853141      -1.322922       0.542831  
     1.869419      -1.141360       0.428832  
     1.583301      -0.994857       0.312328  
     1.520067      -1.153881       0.509633  
     1.439929      -0.858998       0.406909  
     1.411130      -1.221498       0.525293  
     1.551371      -1.328557       0.720719  
     1.370434      -1.178924       0.509007  
     1.379826      -1.314157       0.658082  
     1.438051      -1.083760       0.560996  
     1.075552      -1.027413       0.470799  
     1.269010      -1.080004       0.816553  
     0.979135      -1.084386       0.663093  
     0.835763      -0.980457       0.819685  
     1.134403      -1.248419       0.653072  
     0.828877      -1.446260       0.615489  
     0.878337      -1.058717       0.937442  
     0.660462      -0.960423       0.859146  
     0.621645      -1.349844       0.730115  
     0.805086      -0.857120       0.698170  
     0.418169      -1.034926       0.901113  
     0.355561      -1.174542       0.970013  
     0.330518      -0.989849       0.859773  
     0.129547      -1.320418       0.974398  
     0.362448      -0.861503       0.892344  
     0.156468      -1.033674       0.844740  
     0.004957      -0.952910       1.038914  
    -0.035112      -0.747556       0.917398  
    -0.252361      -1.006127       1.115957  
    -0.155319      -0.774478       0.985046  
    -0.321229      -0.916597       0.936816  
    -0.255491      -0.783243       1.144143  
    -0.188501      -0.568498       0.918025  
    -0.370064      -0.822686       1.055199  
    -0.421402      -0.549089       1.063968  
    -0.629260      -0.592915       1.039540  
    -0.644286      -0.685575       1.251879  
    -0.581678      -0.361266       1.063342  
    -0.845257      -0.603558       1.212417  
    -0.729433      -0.418239       1.085265  
    -0.804562      -0.586654       0.961871  
    -0.832736      -0.589158       1.294472  
    -0.881570      -0.100817       1.117210  
    -1.281008      -0.370657       1.226197  
    -1.152036      -0.085791       0.971266  
    -1.186470      -0.501507       1.018870  
    -1.089428      -0.641749       1.471733  
    -1.222782      -0.095809       1.162934  
    -1.630986      -0.007532       1.028892  
    -1.309807       0.164014       0.909256  
    -1.091306      -0.349996       1.198011  
    -1.315442      -0.100817       1.355229  
    -1.722393       0.366237       0.823443  
    -1.805661      -0.045722       0.938695  
    -1.339859      -0.006279       1.017617  
    -1.455058      -0.205372       1.133495  
    -1.634116       0.106415       1.141638  
    -1.704237       0.545296       0.767697  
    -1.912721       0.341194       1.008222  
    -1.550221       0.547800       0.877937  
    -1.556482       0.002486       0.918651  
    -1.736793       0.039424       1.000705  
    -1.987224       0.254795       0.644302  
    -2.059849       0.112675       0.871047  
    -1.697350       0.799484       0.716335  
    -1.748062       0.468288       0.733247  
    -1.859504       0.321160       0.843487  
    -1.959677       0.608530       0.512765  
    -2.090527       0.322412       0.704434  
    -2.004128       0.472671       0.516523  
    -1.943399       0.315525       0.432590  
    -1.930877       0.443871       0.604215  
    -1.982216       0.888387       0.283515  
    -2.155013       0.632947       0.346152  
    -1.997868       0.457019       0.294789  
    -1.867017       0.491453       0.323602  
    -2.029171       0.827031       0.275998  
    -2.183187       0.781327      -0.059734  
    -1.997868       0.436358       0.220878  
    -1.675437       0.754406      -0.042196  
    -1.806288       0.757536      -0.196909  
    -2.018528       0.752528       0.026078  
    -2.066110       0.806996      -0.157448  
    -1.907712       0.572843      -0.052218  
    -1.646638       0.803866      -0.361017  
    -1.821313       0.611034      -0.402357  
    -1.923364       0.639834      -0.243260  
    -1.779992       0.823275      -0.550180  
    -1.681698       0.559695      -0.418016  
    -1.555230       1.012350      -0.620959  
    -1.752445       0.817014      -0.605300  
    -1.770601       0.626686      -0.410500  
    -1.571508       0.953499      -0.923495  
    -1.584656       0.489575      -0.912846  
    -1.502639       0.375628      -0.869627  
    -1.388067       0.455140      -0.884034  
    -1.354885       0.646720      -0.776298  
    -1.437527       1.039272      -1.146481  
    -1.486988       0.634825      -1.021834  
    -1.232174       0.555313      -1.039999  
    -1.187722       0.553435      -1.350051  
    -1.281634       0.130832      -1.078834  
    -1.227791       0.641086      -1.328128  
    -1.319198       0.610408      -1.371974  
    -1.146401       0.459523      -1.238557  
    -0.999898       0.773188      -1.644443  
    -0.936038       0.262308      -1.270502  
    -0.837744       0.490201      -1.227283  
    -1.054367       0.924699      -1.675762  
    -0.997394       0.454514      -1.544851  
    -0.785154       0.570339      -1.663234  
    -0.561018       0.602895      -1.608114  
    -0.599208       0.267317      -1.474698  
    -0.763241       0.540287      -1.832980  
    -0.505297       0.321786      -1.619389  
    -0.346899       0.552183      -1.604356  
    -0.420776       0.820144      -1.809178  
    -0.466480       0.444497      -1.583686  
    -0.527835       0.721850      -1.809178  
    -0.465854       0.500218      -1.714596  
    -0.246726       0.450132      -1.616257  
    -0.188501       0.564704      -1.839244  
    -0.062659       0.175283      -1.616257  
    -0.036990       0.576600      -1.846760  
    -0.093337       0.575347      -1.883716  
    -0.013199       0.631695      -1.730256  
    -0.091459       0.773188      -1.975792  
     0.033131       0.299873      -1.655092  
     0.252884       0.616669      -1.809178  
     0.180885       0.255421      -1.839244  
     0.383109       0.271699      -1.468434  
     0.463873       0.964768      -1.883089  
     0.301092       0.455140      -1.849265  
     0.469508       0.406306      -1.767211  
     0.669853       0.488323      -1.711465  
     0.637297       0.560322      -1.410808  
     0.250380       1.111271      -1.908144  
     0.197163       0.447627      -1.747794  
     0.978509       0.276708      -1.435237  
     1.260871       0.548426      -1.604356  
     0.902754       0.573469      -1.620015  
     0.703661       0.762545      -1.782870  
     0.610375       0.647973      -1.735267  
     0.944701       0.236013      -1.309337  
     1.232071       0.463905      -1.323117  
     1.114994       0.777571      -1.575543  
     0.889606       0.303629      -1.210371  
     0.999796       0.976038      -1.368215  
     1.304696       0.872735      -1.453401  
     1.271514       0.374376      -1.291172  
     1.158820       0.515244      -1.406424  
     1.064282       0.344951      -1.196591  
     1.119377       0.490827      -0.992395  
     1.130646       1.008594      -1.270502  
     1.223306       0.473923      -1.014944  
     1.427408       0.629190      -1.036867  
     1.309079       0.863344      -1.276139  
     1.405495       0.286099      -0.892176  
     1.533215       0.587243      -0.933517  
     1.267758       0.767554      -1.098251  
     1.099342       0.224744      -0.746233  
     1.242714       0.622929      -0.752496  
     1.226436       1.244625      -1.090108  
     1.309705       0.346203      -0.612190  
     1.508172       0.709328      -0.575861  
     1.384834       0.930334      -0.779430  
     1.258366       0.373124      -0.591520  
     1.222680       0.368115      -0.447456  
     1.035482       0.823275      -0.643509  
     0.972875       0.399419      -0.481279  
     1.429912       0.662372      -0.492554  
     1.437425       0.858335      -0.609685  
     1.085569       0.238517      -0.111096  
     0.941571       0.826405      -0.198162  
     0.809468       1.014228      -0.470005  
     1.049256       0.545922      -0.147426  
     1.247097       0.552183      -0.104833  
     1.000422       0.862717      -0.285853  
     0.682374       0.558443      -0.074767  
     0.642931       0.740006       0.002276  
     0.758130       1.059306      -0.057855  
     0.911519       0.722476      -0.040317  
     1.077430       0.470166       0.156989  
     0.656705       0.925325       0.034847  
     0.400639       0.850822       0.056770  
     0.589715       0.620425       0.260339  
     0.628532       0.930334       0.181417  
     0.651696       0.934716       0.125670  
     0.625401       0.685537       0.268482  
     0.579071       0.885882       0.320471  
     0.473890       0.867100       0.294789  
     0.537124       0.617921       0.356800  
     0.415039       0.929708       0.337382  
     0.180885       0.957881       0.405030  
     0.252258       0.923447       0.384360  
     0.217198       0.844561       0.278504  
     0.264780       0.520879       0.500864  
     0.326136       0.634199       0.641171  
     0.038766       1.089358       0.389371  
    -0.015703       1.098123       0.367448  
     0.245372       0.687415       0.565380  
     0.168364       0.756910       0.545336  
    -0.066416       0.803240       0.462656  
    -0.020086       0.546548       0.611731  
    -0.076433       0.995446       0.487711  
    -0.167840       1.056176       0.322350  
     0.003079       0.509609       0.596698  
     0.065061       0.732493       0.642423  
    -0.142797       0.877743       0.495227  
    -0.175353       0.509609       0.623632  
    -0.164084       0.736250       0.632401  
    -0.288673       0.951621       0.520908  
    -0.242970       0.637955       0.604215  
    -0.307456       0.688042       0.641797  
    -0.346273       0.959760       0.498985  
    -0.157197       0.544044       0.564754  
    -0.147806       0.537783       0.636786  
    -0.475245       0.868352       0.525293  
    -0.554757       0.624808       0.669983  
    -0.457715       0.664877       0.647434  
    -0.432045       0.927830       0.472051  
    -0.311212       0.687415       0.515897  
    -0.328116       0.616043       0.519029  
    -0.510305       0.807623       0.441359  
    -0.547870       0.473923       0.501491  
    -0.556009       0.461401       0.577281  
    -0.552878       0.838926       0.459524  
    -0.436428       0.458271       0.430711  
    -0.503418       0.348081       0.474557  
    -0.602339       0.798231       0.407536  
    -0.559139       0.556565       0.462030  
    -0.514062       0.572217       0.387492  
    -0.797675       0.609782       0.294789  
    -0.604843       0.532774       0.423195  
    -0.336881       0.398167       0.344272  
    -0.761363       0.412567       0.219625  
    -0.925395       0.534652       0.222757  
    -0.777641       0.425089       0.431964  
    -0.749467       0.609156       0.393755  
    -0.713781       0.399419       0.148220  
    -0.636147       0.225996       0.200834  
    -0.800179       0.575974       0.244680  
    -0.937917       0.545922       0.203966  
    -0.920387       0.254795       0.197703  
    -0.859657       0.404428       0.161373  
    -0.852144       0.440741       0.032968  
    -0.860909       0.234761       0.069297  
    -0.983620       0.323038       0.164505  
    -0.993638       0.616043       0.117528  
    -0.899100       0.271073       0.128802  
    -0.957325       0.228500       0.076814  
    -0.979864       0.376881      -0.054723  
    -0.954821       0.165266       0.059902  
    -1.111967       0.316151       0.089341  
    -1.202748       0.299247       0.019814  
    -1.014298       0.148362       0.054891  
    -1.013672       0.175283       0.062407  
    -1.076906       0.242274      -0.037185  
    -1.007411       0.036294      -0.077273  
    -1.063758       0.018138      -0.010251  
    -1.164557       0.268569      -0.125503  
    -1.064385       0.119562      -0.124877  
    -1.044350       0.013129       0.004155  
    -0.980490       0.229126      -0.134272  
    -0.854648      -0.083913      -0.188766  
    -0.850266      -0.137756      -0.129261  
    -1.010542       0.150240      -0.245765  
    -1.009290      -0.005653      -0.216953  
    -1.051237      -0.028818      -0.136151  
    -1.009290       0.195944      -0.227601  
    -0.810197       0.050694      -0.323435  
    -0.907239      -0.202242      -0.192524  
    -0.967968       0.053824      -0.184381  
    -0.929152       0.071980      -0.333457  
    -0.743832      -0.120852      -0.260172  
    -0.766371       0.195944      -0.255161  
    -0.748841       0.210970      -0.296501  
    -0.761363      -0.025062      -0.264556  
    -0.751345       0.117684      -0.317171  
    -0.515314      -0.016923      -0.287106  
    -0.572913      -0.034453      -0.228227  
    -0.806440       0.224117      -0.319050  
    -0.629886       0.277960      -0.415511  
    -0.435802      -0.045722      -0.314039  
    -0.545366       0.056955      -0.240754  
    -0.481506       0.376255      -0.419269  
    -0.429541       0.106415      -0.395467  
    -0.398237       0.322412      -0.386072  
    -0.172849       0.445749      -0.458104  
    -0.064537       0.076363      -0.283347  
    -0.311212       0.401924      -0.339720  
    -0.362551       0.519626      -0.476895  
    -0.162206       0.344951      -0.401731  
    -0.174727       0.488949      -0.320929  
    -0.026973       0.567835      -0.411126  
     0.141442       0.397541      -0.470005  
    -0.073928       0.552183      -0.372292  
    -0.041998       0.915934      -0.394841  
     0.198416       0.662998      -0.322809  
     0.137060       0.621051      -0.314039  
    -0.058903       0.740006      -0.389203  
     0.185268       0.704946      -0.349116  
     0.184642       0.818892      -0.318424  
     0.060678       0.969777      -0.320303  
     0.173999       0.867100      -0.274578  
     0.239111       0.949742      -0.244513  
     0.407526       0.922195      -0.402984  
     0.424430       0.778823      -0.404236  
     0.264780       0.962264      -0.315919  
     0.039392       1.170748      -0.279589  
     0.253511       1.091862      -0.268315  
     0.440082       0.924073      -0.379808  
     0.549646       1.137566      -0.414885  
     0.776912       1.106262      -0.260172  
     0.572811       1.247130      -0.176865  
     0.254763       1.429318      -0.268941  
     0.443212       1.148209      -0.257666  
     0.654827       1.152592      -0.247645  
     0.530863       1.257147      -0.178744  
     0.540254       1.302851      -0.081657  
     0.543385       1.341041      -0.138030  
     0.483281       1.427440      -0.223843  
     0.607871       1.409284      -0.180623  
     0.733087       1.366085      -0.152437  
     0.591593       1.654081      -0.223843  
     0.623523       1.415545      -0.131140  
     0.808216       1.361076      -0.086042  
     0.680496       1.710428      -0.161206  
     0.619140       1.603368      -0.050965  
     0.681748       1.604620       0.043616  
     0.652949       1.812478      -0.031548  
     0.715556       1.754879      -0.008999  
     0.789434       1.711680      -0.015889  
     0.641053       1.839400       0.012924  
     0.708043       1.890112       0.042990  
     0.800077       1.828130       0.013551  
     0.701783       1.901382      -0.039691  
     0.839520       1.776166      -0.065372  
     0.758756       1.657837       0.222131  
     0.525855       2.227568       0.391876  
     0.858302       1.747992      -0.007120  
     0.670479       1.629037      -0.173107  
     0.568428       2.184995       0.302306  
     1.131899       1.929555       0.356173  
     0.761886       1.663472       0.093726  
     0.569054       1.612759       0.103121  
     0.760008       2.080440       0.235911  
     0.796947       1.968372       0.244680  
     0.527107       1.826878       0.138198  
     0.454482       1.920164       0.245933  
     0.845781       1.868199       0.338009  
     0.798199       1.915781       0.284141  
     0.634166       1.664098       0.378096  
     0.716809       1.677245       0.429458  
     0.632914       1.863191       0.182670  
     0.461995       1.698532       0.182043  
     0.591593       1.682880       0.378096  
     0.493925       1.689141       0.428206  
     0.493925       1.585838       0.455766  
     0.760008       1.448727       0.541578  
     0.743730       1.560169       0.549095  
     0.550898       1.537004       0.539699  
     0.626653       1.273425       0.618621  
     0.549020       1.531995       0.547842  
     0.452603       1.364206       0.559116  
     0.565298       1.113149       0.590435  
     0.525229       1.058054       0.654324  
     0.430065       1.070575       0.789620  
     0.602236       1.106262       0.735752  
     0.624775       1.042402       0.631775  
     0.429439       1.049289       0.639291  
     0.701157       0.949116       0.730115  
     0.500812       0.857083       0.773960  
     0.282310       0.674894       0.790872  
     0.626027       0.422584       0.882322  
     0.545263       0.579104       0.925541  
     0.360570       0.548426       0.835344  
     0.516463       0.374376       0.836597  
     0.458238       0.409437       0.852256  
     0.428812       0.267943       0.901113  
     0.635418       0.155249       0.964376  
     0.599106       0.011251       0.967508  
     0.444464       0.048189       0.936189  
     0.594723      -0.080157       0.959365  
     0.618514      -0.234172       1.010727  
     0.441334      -0.264224       0.934310  
     0.585958      -0.435143       0.990683  
     0.657331      -0.460812       0.980662  
     0.528359      -0.443282       0.907377  
     0.659209      -0.684948       0.965629  
     0.741226      -0.656775       0.998200  
     0.609123      -0.807034       1.050815  
     0.732461      -0.936632       1.040166  
     0.734965      -0.994857       0.976903  
     0.731208      -0.994231       0.974398  
     0.763138      -1.142612       1.022002  
     0.883345      -1.254054       0.998826  
     0.917780      -1.048074       0.832213  
     0.993535      -1.586501       0.985672  
     0.962857      -1.445008       1.058331  
     0.813225      -1.341705       0.890465  
     0.985396      -1.651614       1.006343  
     1.013570      -1.730499       1.082759  
     1.109986      -1.702326       1.057705  
     1.161950      -1.855089       1.047056  
     1.109360      -2.012235       1.045177  
     0.997292      -1.943366       0.961244  
     1.086195      -2.128685       0.869168  
     1.076178      -2.342804       0.906750  
     0.979135      -2.220093       0.837223  
     1.109986      -2.394769       0.829081  
     1.177602      -2.660852       0.944959  
     1.139412      -2.434838       0.860399  
     1.172594      -2.648956       0.851630  
     1.161950      -2.620157       0.804652  
     1.020457      -2.536262       0.681884  
     1.175724      -2.707182       0.639918  
     1.211411      -3.068429       0.750785  
     1.100595      -3.025230       0.780850  
     1.109360      -2.880605       0.636160  
     1.119377      -3.110376       0.658709  
     1.220802      -2.972013       0.641171  
     1.217671      -2.982656       0.577281  
     1.227062      -3.286930       0.498985  
     1.150055      -3.254374       0.441359  
     0.914649      -3.146689       0.654951  
     0.980388      -3.285678       0.621127  
     0.855172      -3.363312       0.195823  
     0.883972      -3.423415       0.297295  
     1.108108      -3.380842       0.594819  
     0.929049      -3.485397       0.612984  
     0.927797      -3.417155       0.328613  
     0.800703      -3.317608       0.120033  
     0.561541      -3.340147       0.252823  
     0.629784      -3.337017       0.185802  
     0.712426      -3.678855       0.035473  
     0.638549      -3.529223      -0.055976  
     0.491420      -3.274409      -0.106086  
     0.399387      -3.536110      -0.038438  
     0.323005      -3.450963      -0.069130  
     0.421926      -3.344530      -0.154942  
     0.547141      -3.497293      -0.205052  
     0.369961      -3.518579      -0.225095  
     0.180885      -3.274409      -0.280216  
     0.160851      -3.354547      -0.328446  
     0.094487      -3.464111      -0.282095  
     0.092608      -3.201158      -0.372918  
     0.191529      -3.380216      -0.413005  
     0.126417      -3.365190      -0.362896  
     0.061931      -3.012708      -0.343479  
     0.192155      -3.135419      -0.276457  
